,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
0,Fri,2021-08-13,21:00,Valencia,1.3,1–0,1.2,Getafe,9868.0,Estadio de Mestalla,Jesús Gil
1,Sat,2021-08-14,19:30,Cádiz,0.4,1–1,1.0,Levante,6941.0,Estadio Nuevo Mirandilla,Santiago Jaime
2,Sat,2021-08-14,19:30,Mallorca,0.4,1–1,0.9,Betis,6279.0,Iberostar Estadi,Antonio Matéu Lahoz
3,Sat,2021-08-14,22:00,Osasuna,0.8,0–0,0.7,Espanyol,6715.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
4,Sat,2021-08-14,22:00,Alavés,1.7,1–4,1.8,Real Madrid,3968.0,Estadio de Mendizorroza,César Soto
5,Sun,2021-08-15,17:30,Celta Vigo,2.0,1–2,1.4,Atlético Madrid,5401.0,Estadio de Balaídos,José Luis Munuera
6,Sun,2021-08-15,20:00,Barcelona,2.7,4–2,0.8,Real Sociedad,20384.0,Camp Nou,Alejandro Hernández
7,Sun,2021-08-15,22:15,Sevilla,3.5,3–0,0.3,Rayo Vallecano,13962.0,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera
8,Mon,2021-08-16,20:00,Villarreal,1.1,0–0,0.3,Granada,7837.0,Estadio de la Cerámica,Pablo González
9,Mon,2021-08-16,22:00,Elche,0.9,0–0,0.6,Athletic Club,9145.0,Estadio Manuel Martínez Valero,Adrián Cordero
11,Fri,2021-08-20,21:00,Betis,1.5,1–1,1.4,Cádiz,23745.0,Estadio Benito Villamarín,Valentín Pizarro
12,Sat,2021-08-21,17:00,Alavés,0.5,0–1,0.8,Mallorca,2896.0,Estadio de Mendizorroza,Alejandro Muñíz
13,Sat,2021-08-21,19:30,Granada,0.8,1–1,1.9,Valencia,6267.0,Estadio Nuevo Los Cármenes,Carlos del Cerro
14,Sat,2021-08-21,19:30,Espanyol,1.8,0–0,0.5,Villarreal,11095.0,RCDE Stadium,Jorge Figueroa
15,Sat,2021-08-21,22:00,Athletic Club,1.6,1–1,1.0,Barcelona,9394.0,San Mamés,Juan Martínez
16,Sun,2021-08-22,17:00,Real Sociedad,2.0,1–0,0.5,Rayo Vallecano,7652.0,Estadio Municipal de Anoeta,Santiago Jaime
17,Sun,2021-08-22,19:30,Atlético Madrid,1.3,1–0,0.2,Elche,24926.0,Estadio Wanda Metropolitano,Ricardo de Burgos
18,Sun,2021-08-22,22:00,Levante,1.9,3–3,1.2,Real Madrid,9838.0,Estadio Ciudad de Valencia,Guillermo Cuadra
19,Mon,2021-08-23,20:00,Getafe,0.5,0–1,0.7,Sevilla,4810.0,Coliseum Alfonso Pérez,José Sánchez
20,Mon,2021-08-23,22:00,Osasuna,2.1,0–0,0.2,Celta Vigo,7189.0,Estadio El Sadar,Alberola Rojas
22,Fri,2021-08-27,20:00,Mallorca,0.8,1–0,0.4,Espanyol,7529.0,Iberostar Estadi,Isidro Díaz de Mera
23,Fri,2021-08-27,22:15,Valencia,1.5,3–0,0.4,Alavés,10627.0,Estadio de Mestalla,Miguel Ángel Ortiz Arias
24,Sat,2021-08-28,17:00,Celta Vigo,1.0,0–1,1.2,Athletic Club,5492.0,Estadio de Balaídos,Antonio Matéu Lahoz
25,Sat,2021-08-28,19:30,Real Sociedad,0.9,1–0,0.2,Levante,7758.0,Estadio Municipal de Anoeta,José Luis Munuera
26,Sat,2021-08-28,19:30,Elche,0.8,1–1,1.6,Sevilla,10385.0,Estadio Manuel Martínez Valero,Valentín Pizarro
27,Sat,2021-08-28,22:00,Betis,0.8,0–1,1.1,Real Madrid,22590.0,Estadio Benito Villamarín,Alejandro Hernández
28,Sun,2021-08-29,17:00,Barcelona,1.5,2–1,0.4,Getafe,26543.0,Camp Nou,Pablo González
29,Sun,2021-08-29,19:30,Rayo Vallecano,2.2,4–0,0.6,Granada,583.0,Estadio del Rayo Vallecano,Jesús Gil
30,Sun,2021-08-29,19:30,Cádiz,1.6,2–3,2.4,Osasuna,7452.0,Estadio Nuevo Mirandilla,Adrián Cordero
31,Sun,2021-08-29,22:00,Atlético Madrid,1.8,2–2,0.6,Villarreal,26840.0,Estadio Wanda Metropolitano,César Soto
33,Sat,2021-09-11,18:30,Levante,1.0,1–1,2.6,Rayo Vallecano,12974.0,Estadio Ciudad de Valencia,Alberola Rojas
34,Sat,2021-09-11,21:00,Athletic Club,1.8,2–0,0.2,Mallorca,14566.0,San Mamés,Jorge Figueroa
35,Sun,2021-09-12,14:00,Espanyol,0.5,1–2,1.0,Atlético Madrid,15321.0,RCDE Stadium,Juan Martínez
36,Sun,2021-09-12,16:15,Osasuna,0.7,1–4,0.9,Valencia,13940.0,Estadio El Sadar,Ricardo de Burgos
37,Sun,2021-09-12,18:30,Cádiz,0.3,0–2,1.9,Real Sociedad,11826.0,Estadio Nuevo Mirandilla,Alejandro Muñíz
38,Sun,2021-09-12,21:00,Real Madrid,3.4,5–2,1.8,Celta Vigo,19874.0,Estadio Santiago Bernabéu,José Sánchez
39,Mon,2021-09-13,20:00,Getafe,0.4,0–1,0.9,Elche,6853.0,Coliseum Alfonso Pérez,Mario Melero
40,Mon,2021-09-13,22:00,Granada,0.5,1–2,2.4,Betis,10201.0,Estadio Nuevo Los Cármenes,Guillermo Cuadra
42,Fri,2021-09-17,21:00,Celta Vigo,1.1,1–2,1.1,Cádiz,6754.0,Estadio de Balaídos,Isidro Díaz de Mera
43,Sat,2021-09-18,14:00,Rayo Vallecano,2.0,3–0,1.1,Getafe,3280.0,Estadio del Rayo Vallecano,Adrián Cordero
44,Sat,2021-09-18,16:15,Atlético Madrid,1.0,0–0,0.9,Athletic Club,38798.0,Estadio Wanda Metropolitano,Jesús Gil
45,Sat,2021-09-18,18:30,Elche,0.5,1–1,1.3,Levante,11507.0,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias
46,Sat,2021-09-18,21:00,Alavés,0.4,0–2,1.1,Osasuna,8176.0,Estadio de Mendizorroza,Alejandro Hernández
47,Sun,2021-09-19,14:00,Mallorca,0.4,0–0,1.3,Villarreal,9168.0,Iberostar Estadi,Carlos del Cerro
48,Sun,2021-09-19,16:15,Real Sociedad,1.3,0–0,0.8,Sevilla,23757.0,Estadio Municipal de Anoeta,Antonio Matéu Lahoz
49,Sun,2021-09-19,18:30,Betis,2.1,2–2,1.2,Espanyol,30189.0,Estadio Benito Villamarín,César Soto
50,Sun,2021-09-19,21:00,Valencia,0.8,1–2,1.1,Real Madrid,26689.0,Estadio de Mestalla,Pablo González
51,Mon,2021-09-20,21:00,Barcelona,1.1,1–1,0.6,Granada,27097.0,Camp Nou,Santiago Jaime
53,Tue,2021-09-21,19:30,Getafe,0.3,1–2,0.8,Atlético Madrid,8950.0,Coliseum Alfonso Pérez,Guillermo Cuadra
54,Tue,2021-09-21,22:00,Levante,1.6,0–2,0.6,Celta Vigo,11989.0,Estadio Ciudad de Valencia,Jorge Figueroa
55,Tue,2021-09-21,22:00,Athletic Club,0.7,1–2,0.8,Rayo Vallecano,16236.0,San Mamés,José Luis Munuera
56,Wed,2021-09-22,19:30,Sevilla,0.9,3–1,0.5,Valencia,23654.0,Estadio Ramón Sánchez Pizjuán,José Sánchez
57,Wed,2021-09-22,19:30,Espanyol,1.5,1–0,0.4,Alavés,14254.0,RCDE Stadium,Mario Melero
58,Wed,2021-09-22,22:00,Real Madrid,2.9,6–1,1.1,Mallorca,20113.0,Estadio Santiago Bernabéu,Alberola Rojas
59,Wed,2021-09-22,22:00,Villarreal,2.8,4–1,1.3,Elche,8234.0,Estadio de la Cerámica,Alejandro Muñíz
60,Thu,2021-09-23,19:30,Granada,1.2,2–3,1.8,Real Sociedad,9552.0,Estadio Nuevo Los Cármenes,Valentín Pizarro
61,Thu,2021-09-23,19:30,Osasuna,0.9,1–3,2.3,Betis,13758.0,Estadio El Sadar,Juan Martínez
62,Thu,2021-09-23,22:00,Cádiz,1.6,0–0,0.7,Barcelona,12180.0,Estadio Nuevo Mirandilla,Carlos del Cerro
64,Sat,2021-09-25,14:00,Alavés,0.6,1–0,0.7,Atlético Madrid,9836.0,Estadio de Mendizorroza,Antonio Matéu Lahoz
65,Sat,2021-09-25,16:15,Valencia,0.8,1–1,0.9,Athletic Club,13680.0,Estadio de Mestalla,Alejandro Hernández
66,Sat,2021-09-25,18:30,Sevilla,1.6,2–0,0.7,Espanyol,23956.0,Estadio Ramón Sánchez Pizjuán,Pablo González
67,Sat,2021-09-25,21:00,Real Madrid,1.4,0–0,0.8,Villarreal,23985.0,Estadio Santiago Bernabéu,Jesús Gil
68,Sun,2021-09-26,14:00,Mallorca,2.3,2–3,0.8,Osasuna,9359.0,Iberostar Estadi,Miguel Ángel Ortiz Arias
69,Sun,2021-09-26,16:15,Barcelona,3.5,3–0,1.2,Levante,35334.0,Camp Nou,Isidro Díaz de Mera
70,Sun,2021-09-26,18:30,Rayo Vallecano,1.4,3–1,0.8,Cádiz,5903.0,Estadio del Rayo Vallecano,Ricardo de Burgos
71,Sun,2021-09-26,18:30,Real Sociedad,2.5,1–0,0.6,Elche,23941.0,Estadio Municipal de Anoeta,Adrián Cordero
72,Sun,2021-09-26,21:00,Betis,2.2,2–0,0.6,Getafe,29825.0,Estadio Benito Villamarín,Santiago Jaime
73,Mon,2021-09-27,21:00,Celta Vigo,1.5,1–0,0.6,Granada,6375.0,Estadio de Balaídos,César Soto
75,Fri,2021-10-01,21:00,Athletic Club,2.6,1–0,0.8,Alavés,28665.0,San Mamés,Carlos del Cerro
76,Sat,2021-10-02,14:00,Osasuna,0.6,1–0,0.2,Rayo Vallecano,19238.0,Estadio El Sadar,Mario Melero
77,Sat,2021-10-02,16:15,Mallorca,0.8,1–0,1.1,Levante,11803.0,Iberostar Estadi,Alejandro Muñíz
78,Sat,2021-10-02,18:30,Cádiz,0.2,0–0,1.4,Valencia,14794.0,Estadio Nuevo Mirandilla,Valentín Pizarro
79,Sat,2021-10-02,21:00,Atlético Madrid,1.1,2–0,0.8,Barcelona,60594.0,Estadio Wanda Metropolitano,César Soto
80,Sun,2021-10-03,14:00,Elche,1.5,1–0,0.5,Celta Vigo,11299.0,Estadio Manuel Martínez Valero,José Luis Munuera
81,Sun,2021-10-03,16:15,Espanyol,1.5,2–1,1.4,Real Madrid,23377.0,RCDE Stadium,Guillermo Cuadra
82,Sun,2021-10-03,18:30,Villarreal,2.9,2–0,0.5,Betis,16719.0,Estadio de la Cerámica,José Sánchez
83,Sun,2021-10-03,18:30,Getafe,0.7,1–1,0.8,Real Sociedad,8463.0,Coliseum Alfonso Pérez,Jorge Figueroa
84,Sun,2021-10-03,21:00,Granada,0.1,1–0,1.5,Sevilla,12334.0,Estadio Nuevo Los Cármenes,Alberola Rojas
86,Sat,2021-10-16,18:30,Levante,0.9,0–0,0.7,Getafe,14551.0,Estadio Ciudad de Valencia,Mario Melero
87,Sat,2021-10-16,21:00,Real Sociedad,0.6,1–0,0.4,Mallorca,30831.0,Estadio Municipal de Anoeta,Pablo González
88,Sun,2021-10-17,14:00,Rayo Vallecano,1.3,2–1,0.5,Elche,6989.0,Estadio del Rayo Vallecano,Santiago Jaime
89,Sun,2021-10-17,16:15,Celta Vigo,1.0,0–1,0.9,Sevilla,10774.0,Estadio de Balaídos,Ricardo de Burgos
90,Sun,2021-10-17,18:30,Villarreal,0.5,1–2,0.9,Osasuna,14831.0,Estadio de la Cerámica,Adrián Cordero
91,Sun,2021-10-17,21:00,Barcelona,1.9,3–1,0.5,Valencia,47317.0,Camp Nou,Jesús Gil
92,Mon,2021-10-18,19:00,Alavés,1.3,0–1,1.4,Betis,10227.0,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias
93,Mon,2021-10-18,21:00,Espanyol,1.7,2–0,0.6,Cádiz,15678.0,RCDE Stadium,Antonio Matéu Lahoz
95,Fri,2021-10-22,21:00,Osasuna,1.0,1–1,0.6,Granada,21128.0,Estadio El Sadar,Alejandro Muñíz
96,Sat,2021-10-23,14:00,Valencia,1.4,2–2,0.5,Mallorca,29139.0,Estadio de Mestalla,Carlos del Cerro
97,Sat,2021-10-23,16:15,Cádiz,1.6,0–2,1.6,Alavés,13790.0,Estadio Nuevo Mirandilla,Alberola Rojas
98,Sat,2021-10-23,18:30,Elche,1.2,2–2,1.1,Espanyol,13449.0,Estadio Manuel Martínez Valero,Jorge Figueroa
99,Sat,2021-10-23,21:00,Athletic Club,2.6,2–1,0.6,Villarreal,38698.0,San Mamés,Guillermo Cuadra
100,Sun,2021-10-24,14:00,Sevilla,1.4,5–3,1.8,Levante,30601.0,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
101,Sun,2021-10-24,16:15,Barcelona,1.7,1–2,1.1,Real Madrid,86422.0,Camp Nou,José Sánchez
102,Sun,2021-10-24,18:30,Betis,1.5,3–2,1.2,Rayo Vallecano,45362.0,Estadio Benito Villamarín,Ricardo de Burgos
103,Sun,2021-10-24,21:00,Atlético Madrid,1.6,2–2,0.9,Real Sociedad,50032.0,Estadio Wanda Metropolitano,José Luis Munuera
104,Mon,2021-10-25,21:00,Getafe,0.7,0–3,2.1,Celta Vigo,7630.0,Coliseum Alfonso Pérez,Juan Martínez
106,Tue,2021-10-26,19:00,Alavés,1.4,1–0,0.3,Elche,10206.0,Estadio de Mendizorroza,Jesús Gil
107,Tue,2021-10-26,21:00,Espanyol,1.2,1–1,3.2,Athletic Club,16196.0,RCDE Stadium,Miguel Ángel Ortiz Arias
108,Tue,2021-10-26,21:30,Villarreal,1.7,3–3,1.0,Cádiz,12190.0,Estadio de la Cerámica,Alejandro Hernández
109,Wed,2021-10-27,19:00,Mallorca,1.8,1–1,1.0,Sevilla,15125.0,Iberostar Estadi,Santiago Jaime
110,Wed,2021-10-27,19:00,Rayo Vallecano,1.0,1–0,2.8,Barcelona,9340.0,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
111,Wed,2021-10-27,20:00,Betis,2.1,4–1,1.6,Valencia,43123.0,Estadio Benito Villamarín,Isidro Díaz de Mera
112,Wed,2021-10-27,21:30,Real Madrid,0.8,0–0,0.8,Osasuna,35691.0,Estadio Santiago Bernabéu,César Soto
113,Thu,2021-10-28,19:00,Celta Vigo,1.4,0–2,1.8,Real Sociedad,8726.0,Estadio de Balaídos,Mario Melero
114,Thu,2021-10-28,20:00,Granada,2.2,1–1,0.4,Getafe,13651.0,Estadio Nuevo Los Cármenes,Adrián Cordero
115,Thu,2021-10-28,21:30,Levante,1.8,2–2,0.7,Atlético Madrid,16298.0,Estadio Ciudad de Valencia,Pablo González
117,Sat,2021-10-30,14:00,Elche,1.3,1–2,1.1,Real Madrid,23010.0,Estadio Manuel Martínez Valero,Ricardo de Burgos
118,Sat,2021-10-30,16:15,Sevilla,2.1,2–0,0.5,Osasuna,20335.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
119,Sat,2021-10-30,18:30,Valencia,1.4,2–0,0.8,Villarreal,31487.0,Estadio de Mestalla,José Luis Munuera
120,Sat,2021-10-30,21:00,Barcelona,1.4,1–1,0.8,Alavés,37278.0,Camp Nou,Jorge Figueroa
121,Sun,2021-10-31,14:00,Cádiz,1.9,1–1,1.2,Mallorca,11790.0,Estadio Nuevo Mirandilla,Valentín Pizarro
122,Sun,2021-10-31,16:15,Atlético Madrid,2.2,3–0,0.5,Betis,56838.0,Estadio Wanda Metropolitano,Alberola Rojas
123,Sun,2021-10-31,18:30,Getafe,0.8,2–1,0.6,Espanyol,4721.0,Coliseum Alfonso Pérez,Alejandro Muñíz
124,Sun,2021-10-31,21:00,Real Sociedad,1.0,1–1,1.1,Athletic Club,37066.0,Estadio Municipal de Anoeta,Juan Martínez
125,Mon,2021-11-01,18:30,Rayo Vallecano,0.6,0–0,0.4,Celta Vigo,9580.0,Estadio del Rayo Vallecano,Adrián Cordero
126,Mon,2021-11-01,21:00,Levante,1.3,0–3,1.3,Granada,14512.0,Estadio Ciudad de Valencia,José Sánchez
128,Fri,2021-11-05,21:00,Athletic Club,0.7,0–1,0.5,Cádiz,37581.0,San Mamés,Santiago Jaime
129,Sat,2021-11-06,14:00,Espanyol,1.4,2–0,1.5,Granada,19050.0,RCDE Stadium,Isidro Díaz de Mera
130,Sat,2021-11-06,16:15,Celta Vigo,1.7,3–3,0.8,Barcelona,13146.0,Estadio de Balaídos,Alejandro Hernández
131,Sat,2021-11-06,18:30,Alavés,1.5,2–1,0.6,Levante,12176.0,Estadio de Mendizorroza,Adrián Cordero
132,Sat,2021-11-06,21:00,Real Madrid,2.1,2–1,1.3,Rayo Vallecano,43283.0,Estadio Santiago Bernabéu,Pablo González
133,Sun,2021-11-07,14:00,Villarreal,1.1,1–0,0.3,Getafe,13504.0,Estadio de la Cerámica,Jesús Gil
134,Sun,2021-11-07,16:15,Valencia,0.9,3–3,1.9,Atlético Madrid,37472.0,Estadio de Mestalla,César Soto
135,Sun,2021-11-07,18:30,Osasuna,0.5,0–2,1.3,Real Sociedad,21741.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
136,Sun,2021-11-07,18:30,Mallorca,1.9,2–2,0.6,Elche,12933.0,Iberostar Estadi,Mario Melero
137,Sun,2021-11-07,21:00,Betis,0.3,0–2,1.6,Sevilla,50534.0,Estadio Benito Villamarín,Antonio Matéu Lahoz
139,Fri,2021-11-19,21:00,Levante,0.7,0–0,0.7,Athletic Club,15230.0,Estadio Ciudad de Valencia,José Luis Munuera
140,Sat,2021-11-20,14:00,Celta Vigo,1.0,1–1,2.5,Villarreal,10086.0,Estadio de Balaídos,Alberola Rojas
141,Sat,2021-11-20,16:15,Sevilla,1.7,2–2,1.7,Alavés,25208.0,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz
142,Sat,2021-11-20,18:30,Atlético Madrid,1.2,1–0,0.3,Osasuna,53261.0,Estadio Wanda Metropolitano,José Sánchez
143,Sat,2021-11-20,21:00,Barcelona,1.5,1–0,1.0,Espanyol,74418.0,Camp Nou,Carlos del Cerro
144,Sun,2021-11-21,14:00,Getafe,1.3,4–0,0.4,Cádiz,8825.0,Coliseum Alfonso Pérez,Ricardo de Burgos
145,Sun,2021-11-21,16:15,Granada,0.7,1–4,3.3,Real Madrid,17460.0,Estadio Nuevo Los Cármenes,Juan Martínez
146,Sun,2021-11-21,18:30,Elche,1.3,0–3,1.9,Betis,16127.0,Estadio Manuel Martínez Valero,Valentín Pizarro
147,Sun,2021-11-21,21:00,Real Sociedad,0.4,0–0,0.5,Valencia,28635.0,Estadio Municipal de Anoeta,Mario Melero
148,Mon,2021-11-22,21:00,Rayo Vallecano,2.5,3–1,0.8,Mallorca,6708.0,Estadio del Rayo Vallecano,Jorge Figueroa
150,Fri,2021-11-26,21:00,Athletic Club,1.2,2–2,1.3,Granada,32651.0,San Mamés,Adrián Cordero
151,Sat,2021-11-27,14:00,Alavés,1.2,1–2,1.3,Celta Vigo,10093.0,Estadio de Mendizorroza,Pablo González
152,Sat,2021-11-27,16:15,Valencia,1.5,1–1,1.6,Rayo Vallecano,30030.0,Estadio de Mestalla,Alejandro Hernández
153,Sat,2021-11-27,18:30,Mallorca,0.4,0–0,0.8,Getafe,8635.0,Iberostar Estadi,Santiago Jaime
154,Sat,2021-11-27,21:00,Villarreal,1.4,1–3,3.0,Barcelona,19050.0,Estadio de la Cerámica,César Soto
155,Sun,2021-11-28,14:00,Betis,2.4,3–1,0.2,Levante,45012.0,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias
156,Sun,2021-11-28,16:15,Espanyol,0.5,1–0,1.8,Real Sociedad,19935.0,RCDE Stadium,Antonio Matéu Lahoz
157,Sun,2021-11-28,18:30,Cádiz,1.0,1–4,3.4,Atlético Madrid,16861.0,Estadio Nuevo Mirandilla,Jesús Gil
158,Sun,2021-11-28,21:00,Real Madrid,1.5,2–1,0.5,Sevilla,45281.0,Estadio Santiago Bernabéu,José Sánchez
159,Mon,2021-11-29,21:00,Osasuna,2.0,1–1,1.3,Elche,16485.0,Estadio El Sadar,Isidro Díaz de Mera
161,Wed,2021-12-01,21:00,Real Madrid,1.7,1–0,1.9,Athletic Club,33627.0,Estadio Santiago Bernabéu,Isidro Díaz de Mera
163,Fri,2021-12-03,21:00,Granada,1.0,2–1,1.7,Alavés,13511.0,Estadio Nuevo Los Cármenes,Alberola Rojas
164,Sat,2021-12-04,14:00,Sevilla,0.3,1–0,1.9,Villarreal,30865.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
165,Sat,2021-12-04,16:15,Barcelona,0.8,0–1,0.7,Betis,66529.0,Camp Nou,Pablo González
166,Sat,2021-12-04,18:30,Atlético Madrid,1.4,1–2,0.6,Mallorca,51009.0,Estadio Wanda Metropolitano,Juan Martínez
167,Sat,2021-12-04,21:00,Real Sociedad,0.8,0–2,2.0,Real Madrid,35765.0,Estadio Municipal de Anoeta,Jesús Gil
168,Sun,2021-12-05,14:00,Rayo Vallecano,0.5,1–0,0.5,Espanyol,8679.0,Estadio del Rayo Vallecano,José Luis Munuera
169,Sun,2021-12-05,16:15,Elche,2.3,3–1,1.5,Cádiz,11879.0,Estadio Manuel Martínez Valero,Alejandro Muñíz
170,Sun,2021-12-05,18:30,Levante,0.5,0–0,0.3,Osasuna,15361.0,Estadio Ciudad de Valencia,Valentín Pizarro
171,Sun,2021-12-05,21:00,Celta Vigo,0.6,1–2,1.5,Valencia,11361.0,Estadio de Balaídos,Ricardo de Burgos
172,Mon,2021-12-06,21:00,Getafe,1.1,0–0,0.5,Athletic Club,9176.0,Coliseum Alfonso Pérez,Jorge Figueroa
174,Fri,2021-12-10,21:00,Mallorca,0.7,0–0,1.3,Celta Vigo,10655.0,Iberostar Estadi,Isidro Díaz de Mera
175,Sat,2021-12-11,14:00,Espanyol,2.3,4–3,2.8,Levante,15193.0,RCDE Stadium,Adrián Cordero
176,Sat,2021-12-11,16:15,Alavés,0.7,1–1,1.0,Getafe,10065.0,Estadio de Mendizorroza,César Soto
177,Sat,2021-12-11,18:30,Valencia,1.7,2–1,1.0,Elche,31662.0,Estadio de Mestalla,Santiago Jaime
178,Sat,2021-12-11,21:00,Athletic Club,1.8,0–1,0.2,Sevilla,36737.0,San Mamés,Alejandro Hernández
179,Sun,2021-12-12,14:00,Villarreal,2.3,2–0,1.7,Rayo Vallecano,13133.0,Estadio de la Cerámica,Mario Melero
180,Sun,2021-12-12,16:15,Osasuna,0.3,2–2,1.0,Barcelona,21427.0,Estadio El Sadar,Juan Martínez
181,Sun,2021-12-12,18:30,Betis,1.5,4–0,1.4,Real Sociedad,52158.0,Estadio Benito Villamarín,José Sánchez
182,Sun,2021-12-12,21:00,Real Madrid,0.6,2–0,0.7,Atlético Madrid,51024.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
183,Mon,2021-12-13,21:00,Cádiz,0.7,1–1,1.5,Granada,13052.0,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias
185,Fri,2021-12-17,21:00,Celta Vigo,1.4,3–1,0.4,Espanyol,9526.0,Estadio de Balaídos,Valentín Pizarro
186,Sat,2021-12-18,14:00,Rayo Vallecano,1.7,2–0,0.3,Alavés,7911.0,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
187,Sat,2021-12-18,16:15,Real Sociedad,1.3,1–3,2.8,Villarreal,29679.0,Estadio Municipal de Anoeta,Jorge Figueroa
188,Sat,2021-12-18,18:30,Barcelona,2.9,3–2,1.1,Elche,41664.0,Camp Nou,Alberola Rojas
189,Sat,2021-12-18,21:00,Sevilla,0.4,2–1,0.8,Atlético Madrid,33241.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
190,Sun,2021-12-19,14:00,Granada,1.7,4–1,1.0,Mallorca,13014.0,Estadio Nuevo Los Cármenes,Alejandro Muñíz
191,Sun,2021-12-19,16:15,Athletic Club,1.2,3–2,2.1,Betis,38002.0,San Mamés,Jesús Gil
192,Sun,2021-12-19,18:30,Getafe,1.1,1–0,0.3,Osasuna,8126.0,Coliseum Alfonso Pérez,José Luis Munuera
193,Sun,2021-12-19,21:00,Real Madrid,2.6,0–0,0.3,Cádiz,38818.0,Estadio Santiago Bernabéu,Santiago Jaime
194,Mon,2021-12-20,21:00,Levante,2.9,3–4,1.9,Valencia,18851.0,Estadio Ciudad de Valencia,Pablo González
196,Tue,2021-12-21,19:00,Villarreal,3.4,5–2,0.6,Alavés,12530.0,Estadio de la Cerámica,Valentín Pizarro
197,Tue,2021-12-21,21:30,Sevilla,0.2,1–1,1.5,Barcelona,31358.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
199,Wed,2021-12-22,19:00,Granada,0.6,2–1,1.6,Atlético Madrid,13304.0,Estadio Nuevo Los Cármenes,Alejandro Hernández
201,Wed,2021-12-22,21:30,Athletic Club,0.9,1–2,1.2,Real Madrid,42722.0,San Mamés,César Soto
203,Fri,2021-12-31,16:15,Valencia,0.9,1–2,1.9,Espanyol,29566.0,Estadio de Mestalla,José Sánchez
204,Sun,2022-01-02,14:00,Getafe,0.8,1–0,0.6,Real Madrid,11890.0,Coliseum Alfonso Pérez,Mario Melero
205,Sun,2022-01-02,16:15,Elche,0.9,0–0,1.5,Granada,12160.0,Estadio Manuel Martínez Valero,Adrián Cordero
206,Sun,2022-01-02,16:15,Atlético Madrid,1.7,2–0,0.0,Rayo Vallecano,43029.0,Estadio Wanda Metropolitano,Jorge Figueroa
207,Sun,2022-01-02,18:30,Alavés,1.6,1–1,0.8,Real Sociedad,13498.0,Estadio de Mendizorroza,Carlos del Cerro
208,Sun,2022-01-02,18:30,Betis,1.5,0–2,2.1,Celta Vigo,41656.0,Estadio Benito Villamarín,César Soto
209,Sun,2022-01-02,21:00,Mallorca,0.8,0–1,1.2,Barcelona,14654.0,Iberostar Estadi,Antonio Matéu Lahoz
210,Mon,2022-01-03,19:00,Villarreal,3.2,5–0,0.4,Levante,13462.0,Estadio de la Cerámica,Alejandro Hernández
211,Mon,2022-01-03,21:00,Osasuna,1.0,1–3,1.2,Athletic Club,16206.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
212,Mon,2022-01-03,21:15,Cádiz,0.4,0–1,1.5,Sevilla,14342.0,Estadio Nuevo Mirandilla,Alberola Rojas
214,Sat,2022-01-08,14:00,Levante,1.1,2–0,1.3,Mallorca,13330.0,Estadio Ciudad de Valencia,Jorge Figueroa
215,Sat,2022-01-08,16:15,Real Sociedad,1.7,1–0,0.3,Celta Vigo,27938.0,Estadio Municipal de Anoeta,Guillermo Cuadra
216,Sat,2022-01-08,18:30,Granada,1.2,1–1,0.6,Barcelona,14442.0,Estadio Nuevo Los Cármenes,Pablo González
217,Sat,2022-01-08,21:00,Real Madrid,3.6,4–1,1.2,Valencia,40617.0,Estadio Santiago Bernabéu,Alejandro Hernández
218,Sun,2022-01-09,14:00,Rayo Vallecano,1.2,1–1,1.3,Betis,8395.0,Estadio del Rayo Vallecano,Alejandro Muñíz
219,Sun,2022-01-09,16:15,Sevilla,0.6,1–0,0.1,Getafe,30801.0,Estadio Ramón Sánchez Pizjuán,Juan Martínez
220,Sun,2022-01-09,18:30,Osasuna,2.2,2–0,0.2,Cádiz,16292.0,Estadio El Sadar,Ricardo de Burgos
221,Sun,2022-01-09,18:30,Alavés,0.4,0–0,1.0,Athletic Club,14103.0,Estadio de Mendizorroza,Santiago Jaime
222,Sun,2022-01-09,21:00,Villarreal,2.1,2–2,0.5,Atlético Madrid,14127.0,Estadio de la Cerámica,Alberola Rojas
223,Mon,2022-01-10,21:00,Espanyol,1.2,1–2,0.8,Elche,11870.0,RCDE Stadium,Jesús Gil
225,Sun,2022-01-16,14:00,Elche,0.2,1–0,0.5,Villarreal,12433.0,Estadio Manuel Martínez Valero,Valentín Pizarro
