,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
491,Sun,2020-10-25,21:00,Real Sociedad,1.9,4–1,0.5,Huesca,,Estadio Municipal de Anoeta,Isidro Díaz de Mera
492,Mon,2020-10-26,21:00,Levante,1.2,1–1,0.9,Celta Vigo,,Estadio Ciudad de Valencia,Mario Melero
494,Fri,2020-10-30,21:00,Eibar,0.5,0–2,0.8,Cádiz,,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
495,Sat,2020-10-31,14:00,Real Madrid,1.5,4–1,1.1,Huesca,,Estadio Alfredo Di Stéfano,Pablo González
496,Sat,2020-10-31,16:15,Athletic Club,1.2,2–1,0.7,Sevilla,,San Mamés,Carlos del Cerro
497,Sat,2020-10-31,18:30,Osasuna,0.8,1–3,2.9,Atlético Madrid,,Estadio El Sadar,Javier Estrada
498,Sat,2020-10-31,21:00,Alavés,1.1,1–1,2.3,Barcelona,,Estadio de Mendizorroza,Alejandro Hernández
499,Sun,2020-11-01,14:00,Betis,3.1,3–1,0.5,Elche,,Estadio Benito Villamarín,David Medié
500,Sun,2020-11-01,16:00,Celta Vigo,1.4,1–4,3.4,Real Sociedad,,Estadio de Balaídos,Adrián Cordero
501,Sun,2020-11-01,18:30,Granada,0.6,1–1,1.0,Levante,,Estadio Nuevo Los Cármenes,Santiago Jaime
502,Sun,2020-11-01,21:00,Valencia,1.4,2–2,2.1,Getafe,,Estadio de Mestalla,Jorge Figueroa
503,Mon,2020-11-02,21:00,Villarreal,2.0,2–0,1.0,Valladolid,,Estadio de la Cerámica,Alberola Rojas
505,Fri,2020-11-06,21:00,Elche,1.4,1–1,2.1,Celta Vigo,,Estadio Manuel Martínez Valero,Ricardo de Burgos
506,Sat,2020-11-07,14:00,Huesca,1.6,1–1,0.8,Eibar,,Estadio El Alcoraz,Mario Melero
507,Sat,2020-11-07,16:15,Barcelona,4.4,5–2,1.2,Betis,,Camp Nou,Guillermo Cuadra
508,Sat,2020-11-07,18:30,Sevilla,1.3,1–0,0.5,Osasuna,,Estadio Ramón Sánchez Pizjuán,Juan Martínez
509,Sat,2020-11-07,21:00,Atlético Madrid,1.9,4–0,0.4,Cádiz,,Estadio Wanda Metropolitano,Adrián Cordero
510,Sun,2020-11-08,14:00,Getafe,0.7,1–3,2.0,Villarreal,,Coliseum Alfonso Pérez,José Luis Munuera
511,Sun,2020-11-08,16:15,Real Sociedad,2.6,2–0,0.8,Granada,,Estadio Municipal de Anoeta,Carlos del Cerro
512,Sun,2020-11-08,18:30,Levante,1.8,1–1,0.8,Alavés,,Estadio Ciudad de Valencia,Isidro Díaz de Mera
513,Sun,2020-11-08,18:30,Valladolid,2.3,2–1,2.1,Athletic Club,,Estadio Municipal José Zorrilla,César Soto
514,Sun,2020-11-08,21:00,Valencia,2.5,4–1,1.5,Real Madrid,,Estadio de Mestalla,Jesús Gil
516,Fri,2020-11-20,21:00,Osasuna,1.2,1–1,1.0,Huesca,,Estadio El Sadar,Valentín Pizarro
517,Sat,2020-11-21,14:00,Levante,0.7,1–1,0.7,Elche,,Estadio Ciudad de Valencia,Jorge Figueroa
518,Sat,2020-11-21,16:15,Villarreal,2.0,1–1,0.6,Real Madrid,,Estadio de la Cerámica,Alejandro Hernández
519,Sat,2020-11-21,18:30,Sevilla,1.6,4–2,1.6,Celta Vigo,,Estadio Ramón Sánchez Pizjuán,César Soto
520,Sat,2020-11-21,21:00,Atlético Madrid,0.9,1–0,1.2,Barcelona,,Estadio Wanda Metropolitano,José Luis Munuera
521,Sun,2020-11-22,14:00,Eibar,1.8,0–0,0.8,Getafe,,Estadio Municipal de Ipurúa,Pablo González
522,Sun,2020-11-22,16:15,Cádiz,0.1,0–1,1.6,Real Sociedad,,Estadio Nuevo Mirandilla,Javier Estrada
523,Sun,2020-11-22,18:30,Granada,1.5,1–3,1.4,Valladolid,,Estadio Nuevo Los Cármenes,David Medié
524,Sun,2020-11-22,21:00,Alavés,1.6,2–2,2.7,Valencia,,Estadio de Mendizorroza,Santiago Jaime
525,Mon,2020-11-23,21:00,Athletic Club,2.5,4–0,0.4,Betis,,San Mamés,Alberola Rojas
527,Fri,2020-11-27,21:00,Valladolid,1.3,1–1,1.3,Levante,,Estadio Municipal José Zorrilla,Valentín Pizarro
528,Sat,2020-11-28,14:00,Elche,0.2,1–1,0.6,Cádiz,,Estadio Manuel Martínez Valero,Carlos del Cerro
529,Sat,2020-11-28,16:15,Valencia,0.1,0–1,0.8,Atlético Madrid,,Estadio de Mestalla,Ricardo de Burgos
530,Sat,2020-11-28,18:30,Huesca,0.2,0–1,1.1,Sevilla,,Estadio El Alcoraz,Guillermo Cuadra
531,Sat,2020-11-28,21:00,Real Madrid,2.3,1–2,2.3,Alavés,,Estadio Alfredo Di Stéfano,Adrián Cordero
532,Sun,2020-11-29,14:00,Barcelona,3.7,4–0,1.1,Osasuna,,Camp Nou,Antonio Matéu Lahoz
533,Sun,2020-11-29,16:15,Getafe,0.7,1–1,0.2,Athletic Club,,Coliseum Alfonso Pérez,Mario Melero
534,Sun,2020-11-29,18:30,Celta Vigo,3.5,3–1,1.1,Granada,,Estadio de Balaídos,Isidro Díaz de Mera
535,Sun,2020-11-29,21:00,Real Sociedad,1.9,1–1,1.3,Villarreal,,Estadio Municipal de Anoeta,Jesús Gil
536,Mon,2020-11-30,21:00,Betis,0.6,0–2,2.6,Eibar,,Estadio Benito Villamarín,Juan Martínez
538,Fri,2020-12-04,21:00,Athletic Club,0.5,0–2,1.0,Celta Vigo,,San Mamés,Jorge Figueroa
539,Sat,2020-12-05,14:00,Levante,2.3,3–0,0.6,Getafe,,Estadio Ciudad de Valencia,David Medié
540,Sat,2020-12-05,16:15,Sevilla,0.4,0–1,1.6,Real Madrid,,Estadio Ramón Sánchez Pizjuán,José Sánchez
541,Sat,2020-12-05,18:30,Atlético Madrid,1.1,2–0,0.6,Valladolid,,Estadio Wanda Metropolitano,Pablo González
542,Sat,2020-12-05,21:00,Cádiz,2.3,2–1,2.0,Barcelona,,Estadio Nuevo Mirandilla,César Soto
543,Sun,2020-12-06,14:00,Granada,1.6,3–3,1.5,Huesca,,Estadio Nuevo Los Cármenes,Alberola Rojas
544,Sun,2020-12-06,16:15,Osasuna,0.7,0–2,1.5,Betis,,Estadio El Sadar,Alejandro Hernández
545,Sun,2020-12-06,18:30,Villarreal,0.7,0–0,0.1,Elche,,Estadio de la Cerámica,Santiago Jaime
546,Sun,2020-12-06,21:00,Alavés,0.3,0–0,1.3,Real Sociedad,,Estadio de Mendizorroza,José Luis Munuera
547,Mon,2020-12-07,21:00,Eibar,1.3,0–0,0.8,Valencia,,Estadio Municipal de Ipurúa,Javier Estrada
549,Fri,2020-12-11,21:00,Valladolid,1.8,3–2,1.6,Osasuna,,Estadio Municipal José Zorrilla,Adrián Cordero
550,Sat,2020-12-12,14:00,Valencia,1.6,2–2,1.7,Athletic Club,,Estadio de Mestalla,Carlos del Cerro
551,Sat,2020-12-12,16:15,Getafe,0.4,0–1,0.5,Sevilla,,Coliseum Alfonso Pérez,Juan Martínez
552,Sat,2020-12-12,18:30,Huesca,0.5,1–0,0.2,Alavés,,Estadio El Alcoraz,Mario Melero
553,Sat,2020-12-12,21:00,Real Madrid,0.6,2–0,0.4,Atlético Madrid,,Estadio Alfredo Di Stéfano,Antonio Matéu Lahoz
554,Sun,2020-12-13,14:00,Real Sociedad,1.2,1–1,1.2,Eibar,,Estadio Municipal de Anoeta,Isidro Díaz de Mera
555,Sun,2020-12-13,16:15,Betis,0.5,1–1,1.2,Villarreal,,Estadio Benito Villamarín,Valentín Pizarro
556,Sun,2020-12-13,18:30,Elche,0.5,0–1,1.6,Granada,,Estadio Manuel Martínez Valero,Pablo González
557,Sun,2020-12-13,21:00,Barcelona,2.2,1–0,0.9,Levante,,Camp Nou,Ricardo de Burgos
558,Mon,2020-12-14,21:00,Celta Vigo,1.7,4–0,0.8,Cádiz,,Estadio de Balaídos,Guillermo Cuadra
560,Tue,2020-12-15,22:00,Real Madrid,2.1,3–1,1.2,Athletic Club,,Estadio Alfredo Di Stéfano,Jesús Gil
561,Wed,2020-12-16,21:00,Barcelona,2.4,2–1,2.2,Real Sociedad,,Camp Nou,José Sánchez
563,Fri,2020-12-18,21:00,Athletic Club,1.5,2–0,0.2,Huesca,,San Mamés,Valentín Pizarro
564,Sat,2020-12-19,14:00,Atlético Madrid,1.9,3–1,0.7,Elche,,Estadio Wanda Metropolitano,Javier Estrada
565,Sat,2020-12-19,16:15,Barcelona,2.4,2–2,1.8,Valencia,,Camp Nou,Alejandro Hernández
566,Sat,2020-12-19,18:30,Osasuna,1.0,1–3,2.1,Villarreal,,Estadio El Sadar,Jorge Figueroa
567,Sat,2020-12-19,18:30,Levante,1.3,2–1,1.7,Real Sociedad,,Estadio Ciudad de Valencia,César Soto
568,Sat,2020-12-19,21:00,Sevilla,1.8,1–1,0.5,Valladolid,,Estadio Ramón Sánchez Pizjuán,Jesús Gil
569,Sun,2020-12-20,14:00,Celta Vigo,1.6,2–0,0.6,Alavés,,Estadio de Balaídos,Alberola Rojas
570,Sun,2020-12-20,16:15,Granada,1.2,2–0,0.6,Betis,,Estadio Nuevo Los Cármenes,José Sánchez
571,Sun,2020-12-20,18:30,Cádiz,0.3,0–2,1.2,Getafe,,Estadio Nuevo Mirandilla,Santiago Jaime
572,Sun,2020-12-20,21:00,Eibar,0.7,1–3,2.2,Real Madrid,,Estadio Municipal de Ipurúa,José Luis Munuera
574,Tue,2020-12-22,17:30,Elche,1.5,2–2,2.4,Osasuna,,Estadio Manuel Martínez Valero,Ricardo de Burgos
575,Tue,2020-12-22,17:30,Valencia,0.9,0–1,1.8,Sevilla,,Estadio de Mestalla,Valentín Pizarro
576,Tue,2020-12-22,19:45,Huesca,1.6,1–1,0.6,Levante,,Estadio El Alcoraz,Isidro Díaz de Mera
577,Tue,2020-12-22,19:45,Real Sociedad,0.2,0–2,0.5,Atlético Madrid,,Estadio Municipal de Anoeta,Guillermo Cuadra
578,Tue,2020-12-22,22:00,Valladolid,0.7,0–3,3.6,Barcelona,,Estadio Municipal José Zorrilla,Mario Melero
579,Tue,2020-12-22,22:00,Villarreal,1.2,1–1,0.8,Athletic Club,,Estadio de la Cerámica,David Medié
580,Wed,2020-12-23,17:30,Getafe,0.2,1–1,0.8,Celta Vigo,,Coliseum Alfonso Pérez,Pablo González
581,Wed,2020-12-23,19:45,Real Madrid,1.3,2–0,0.8,Granada,,Estadio Alfredo Di Stéfano,Juan Martínez
582,Wed,2020-12-23,22:00,Alavés,2.3,2–1,0.6,Eibar,,Estadio de Mendizorroza,Carlos del Cerro
583,Wed,2020-12-23,22:00,Betis,0.3,1–0,0.8,Cádiz,,Estadio Benito Villamarín,Antonio Matéu Lahoz
585,Tue,2020-12-29,17:00,Sevilla,1.9,2–0,0.6,Villarreal,,Estadio Ramón Sánchez Pizjuán,César Soto
586,Tue,2020-12-29,19:15,Barcelona,2.6,1–1,0.6,Eibar,,Camp Nou,Alberola Rojas
587,Tue,2020-12-29,21:30,Cádiz,0.9,0–0,0.5,Valladolid,,Estadio Nuevo Mirandilla,Alejandro Hernández
588,Tue,2020-12-29,21:30,Levante,1.2,4–3,3.0,Betis,,Estadio Ciudad de Valencia,Javier Estrada
589,Wed,2020-12-30,17:00,Granada,2.3,2–1,1.6,Valencia,,Estadio Nuevo Los Cármenes,Adrián Cordero
590,Wed,2020-12-30,19:15,Atlético Madrid,0.7,1–0,0.9,Getafe,,Estadio Wanda Metropolitano,Antonio Matéu Lahoz
591,Wed,2020-12-30,19:15,Celta Vigo,2.5,2–1,1.1,Huesca,,Estadio de Balaídos,José Luis Munuera
592,Wed,2020-12-30,21:30,Elche,1.0,1–1,1.2,Real Madrid,,Estadio Manuel Martínez Valero,Jorge Figueroa
593,Thu,2020-12-31,14:00,Athletic Club,0.2,0–1,1.6,Real Sociedad,,San Mamés,José Sánchez
594,Thu,2020-12-31,16:15,Osasuna,0.4,1–1,1.6,Alavés,,Estadio El Sadar,Santiago Jaime
596,Sat,2021-01-02,14:00,Villarreal,1.9,2–1,0.5,Levante,,Estadio de la Cerámica,Pablo González
597,Sat,2021-01-02,16:15,Betis,2.4,1–1,0.5,Sevilla,,Estadio Benito Villamarín,Carlos del Cerro
598,Sat,2021-01-02,18:30,Getafe,0.6,0–1,1.0,Valladolid,,Coliseum Alfonso Pérez,Isidro Díaz de Mera
599,Sat,2021-01-02,21:00,Real Madrid,1.2,2–0,0.8,Celta Vigo,,Estadio Alfredo Di Stéfano,Ricardo de Burgos
600,Sun,2021-01-03,14:00,Athletic Club,1.6,1–0,0.3,Elche,,San Mamés,Mario Melero
601,Sun,2021-01-03,16:15,Alavés,0.1,1–2,2.0,Atlético Madrid,,Estadio de Mendizorroza,Juan Martínez
602,Sun,2021-01-03,18:30,Eibar,1.9,2–0,0.7,Granada,,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
603,Sun,2021-01-03,18:30,Real Sociedad,0.9,1–1,0.6,Osasuna,,Estadio Municipal de Anoeta,Valentín Pizarro
604,Sun,2021-01-03,21:00,Huesca,0.3,0–1,2.8,Barcelona,,Estadio El Alcoraz,Guillermo Cuadra
605,Mon,2021-01-04,21:00,Valencia,1.0,1–1,0.8,Cádiz,,Estadio de Mestalla,David Medié
607,Wed,2021-01-06,21:00,Athletic Club,0.9,2–3,1.7,Barcelona,,San Mamés,Carlos del Cerro
609,Fri,2021-01-08,21:00,Celta Vigo,0.3,0–4,2.7,Villarreal,,Estadio de Balaídos,Javier Estrada
610,Sat,2021-01-09,14:00,Sevilla,2.3,3–2,1.1,Real Sociedad,,Estadio Ramón Sánchez Pizjuán,Alberola Rojas
611,Sat,2021-01-09,18:30,Granada,0.5,0–4,1.5,Barcelona,,Estadio Nuevo Los Cármenes,Ricardo de Burgos
612,Sat,2021-01-09,21:00,Osasuna,0.6,0–0,0.3,Real Madrid,,Estadio El Sadar,César Soto
613,Sun,2021-01-10,14:00,Levante,1.2,2–1,1.5,Eibar,,Estadio Ciudad de Valencia,Javier Estrada
614,Sun,2021-01-10,16:15,Cádiz,2.6,3–1,0.9,Alavés,,Estadio Nuevo Mirandilla,José Sánchez
615,Sun,2021-01-10,21:00,Valladolid,0.6,0–1,1.1,Valencia,,Estadio Municipal José Zorrilla,Guillermo Cuadra
616,Mon,2021-01-11,19:00,Elche,1.2,1–3,2.6,Getafe,,Estadio Manuel Martínez Valero,José Luis Munuera
617,Mon,2021-01-11,21:00,Huesca,0.8,0–2,2.1,Betis,,Estadio El Alcoraz,Adrián Cordero
619,Tue,2021-01-12,19:00,Granada,0.8,2–0,0.7,Osasuna,,Estadio Nuevo Los Cármenes,Pablo González
621,Tue,2021-01-12,21:30,Atlético Madrid,0.4,2–0,1.7,Sevilla,,Estadio Wanda Metropolitano,Javier Estrada
623,Tue,2021-01-19,19:00,Cádiz,0.5,2–2,1.5,Levante,,Estadio Nuevo Mirandilla,Carlos del Cerro
624,Tue,2021-01-19,19:00,Valladolid,0.8,2–2,0.7,Elche,,Estadio Municipal José Zorrilla,Santiago Jaime
625,Tue,2021-01-19,21:30,Alavés,1.4,1–2,0.8,Sevilla,,Estadio de Mendizorroza,Isidro Díaz de Mera
626,Wed,2021-01-20,19:00,Getafe,0.6,1–0,0.6,Huesca,,Coliseum Alfonso Pérez,David Medié
627,Wed,2021-01-20,21:00,Betis,0.7,2–1,1.1,Celta Vigo,,Estadio Benito Villamarín,Juan Martínez
628,Wed,2021-01-20,21:30,Villarreal,2.2,2–2,0.2,Granada,,Estadio de la Cerámica,Valentín Pizarro
629,Thu,2021-01-21,19:00,Valencia,0.7,1–1,1.2,Osasuna,,Estadio de Mestalla,Alejandro Hernández
630,Thu,2021-01-21,21:30,Eibar,1.6,1–2,1.3,Atlético Madrid,,Estadio Municipal de Ipurúa,Mario Melero
632,Fri,2021-01-22,21:00,Levante,1.0,2–2,0.7,Valladolid,,Estadio Ciudad de Valencia,José Luis Munuera
633,Sat,2021-01-23,14:00,Huesca,0.1,0–0,0.5,Villarreal,,Estadio El Alcoraz,Alberola Rojas
634,Sat,2021-01-23,16:15,Sevilla,2.1,3–0,0.8,Cádiz,,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
635,Sat,2021-01-23,18:30,Real Sociedad,2.2,2–2,0.6,Betis,,Estadio Municipal de Anoeta,César Soto
636,Sat,2021-01-23,21:00,Alavés,0.7,1–4,1.9,Real Madrid,,Estadio de Mendizorroza,Alejandro Hernández
637,Sun,2021-01-24,14:00,Osasuna,1.4,3–1,0.8,Granada,,Estadio El Sadar,Javier Estrada
638,Sun,2021-01-24,16:15,Elche,0.8,0–2,1.9,Barcelona,,Estadio Manuel Martínez Valero,Valentín Pizarro
639,Sun,2021-01-24,18:30,Celta Vigo,1.1,1–1,0.7,Eibar,,Estadio de Balaídos,Pablo González
640,Sun,2021-01-24,21:00,Atlético Madrid,1.8,3–1,0.4,Valencia,,Estadio Wanda Metropolitano,Ricardo de Burgos
641,Mon,2021-01-25,21:00,Athletic Club,1.7,5–1,1.1,Getafe,,San Mamés,Adrián Cordero
643,Fri,2021-01-29,21:00,Valladolid,1.4,1–3,1.0,Huesca,,Estadio Municipal José Zorrilla,Ricardo de Burgos
644,Sat,2021-01-30,14:00,Eibar,0.7,0–2,1.4,Sevilla,,Estadio Municipal de Ipurúa,José Sánchez
645,Sat,2021-01-30,16:15,Real Madrid,1.3,1–2,1.9,Levante,,Estadio Alfredo Di Stéfano,David Medié
646,Sat,2021-01-30,18:30,Valencia,2.4,1–0,0.8,Elche,,Estadio de Mestalla,Pablo González
647,Sat,2021-01-30,21:00,Villarreal,0.2,1–1,1.1,Real Sociedad,,Estadio de la Cerámica,Isidro Díaz de Mera
648,Sun,2021-01-31,14:00,Getafe,0.3,0–0,0.3,Alavés,,Coliseum Alfonso Pérez,Santiago Jaime
649,Sun,2021-01-31,16:15,Cádiz,0.9,2–4,2.2,Atlético Madrid,,Estadio Nuevo Mirandilla,Jesús Gil
650,Sun,2021-01-31,18:30,Granada,0.3,0–0,0.3,Celta Vigo,,Estadio Nuevo Los Cármenes,Carlos del Cerro
651,Sun,2021-01-31,21:00,Barcelona,1.9,2–1,0.3,Athletic Club,,Camp Nou,Antonio Matéu Lahoz
652,Mon,2021-02-01,21:00,Betis,1.4,1–0,1.4,Osasuna,,Estadio Benito Villamarín,Alberola Rojas
654,Fri,2021-02-05,21:00,Alavés,1.5,1–0,0.1,Valladolid,,Estadio de Mendizorroza,César Soto
655,Sat,2021-02-06,14:00,Levante,1.9,2–2,1.1,Granada,,Estadio Ciudad de Valencia,Adrián Cordero
656,Sat,2021-02-06,16:15,Huesca,1.0,1–2,2.7,Real Madrid,,Estadio El Alcoraz,Javier Estrada
657,Sat,2021-02-06,18:30,Elche,1.2,2–2,1.8,Villarreal,,Estadio Manuel Martínez Valero,Mario Melero
658,Sat,2021-02-06,21:00,Sevilla,2.7,3–0,0.2,Getafe,,Estadio Ramón Sánchez Pizjuán,Juan Martínez
659,Sun,2021-02-07,14:00,Real Sociedad,4.3,4–1,0.5,Cádiz,,Estadio Municipal de Anoeta,Valentín Pizarro
660,Sun,2021-02-07,16:15,Athletic Club,1.3,1–1,0.9,Valencia,,San Mamés,José Luis Munuera
661,Sun,2021-02-07,18:30,Osasuna,1.7,2–1,1.0,Eibar,,Estadio El Sadar,Jorge Figueroa
662,Sun,2021-02-07,21:00,Betis,1.6,2–3,1.1,Barcelona,,Estadio Benito Villamarín,Carlos del Cerro
663,Mon,2021-02-08,21:00,Atlético Madrid,0.8,2–2,1.5,Celta Vigo,,Estadio Wanda Metropolitano,Guillermo Cuadra
665,Tue,2021-02-09,21:00,Real Madrid,1.3,2–0,0.1,Getafe,,Estadio Alfredo Di Stéfano,Alberola Rojas
667,Fri,2021-02-12,21:00,Celta Vigo,1.4,3–1,1.1,Elche,,Estadio de Balaídos,Ricardo de Burgos
668,Sat,2021-02-13,14:00,Granada,0.7,1–2,0.7,Atlético Madrid,,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
669,Sat,2021-02-13,16:15,Sevilla,1.2,1–0,0.9,Huesca,,Estadio Ramón Sánchez Pizjuán,David Medié
670,Sat,2021-02-13,18:30,Eibar,1.4,1–1,1.0,Valladolid,,Estadio Municipal de Ipurúa,Isidro Díaz de Mera
671,Sat,2021-02-13,21:00,Barcelona,3.2,5–1,0.6,Alavés,,Camp Nou,Jorge Figueroa
672,Sun,2021-02-14,14:00,Getafe,0.2,0–1,1.0,Real Sociedad,,Coliseum Alfonso Pérez,Pablo González
673,Sun,2021-02-14,16:15,Real Madrid,0.9,2–0,0.1,Valencia,,Estadio Alfredo Di Stéfano,José Sánchez
674,Sun,2021-02-14,18:30,Levante,2.1,0–1,0.6,Osasuna,,Estadio Ciudad de Valencia,Santiago Jaime
675,Sun,2021-02-14,21:00,Villarreal,1.2,1–2,0.9,Betis,,Estadio de la Cerámica,Jesús Gil
676,Mon,2021-02-15,21:00,Cádiz,0.6,0–4,1.9,Athletic Club,,Estadio Nuevo Mirandilla,Alejandro Hernández
678,Wed,2021-02-17,19:00,Levante,0.5,1–1,1.2,Atlético Madrid,,Estadio Ciudad de Valencia,José Luis Munuera
680,Fri,2021-02-19,21:00,Betis,2.4,1–0,0.3,Getafe,,Estadio Benito Villamarín,Javier Estrada
681,Sat,2021-02-20,14:00,Elche,0.5,1–0,1.3,Eibar,,Estadio Manuel Martínez Valero,Adrián Cordero
682,Sat,2021-02-20,16:15,Atlético Madrid,1.7,0–2,0.9,Levante,,Estadio Wanda Metropolitano,Mario Melero
683,Sat,2021-02-20,18:30,Valencia,1.3,2–0,0.5,Celta Vigo,,Estadio de Mestalla,Valentín Pizarro
684,Sat,2021-02-20,21:00,Valladolid,0.9,0–1,0.5,Real Madrid,,Estadio Municipal José Zorrilla,Guillermo Cuadra
685,Sun,2021-02-21,14:00,Barcelona,2.5,1–1,1.2,Cádiz,,Camp Nou,Juan Martínez
686,Sun,2021-02-21,16:15,Real Sociedad,2.1,4–0,0.5,Alavés,,Estadio Municipal de Anoeta,José Luis Munuera
687,Sun,2021-02-21,18:30,Huesca,2.1,3–2,0.9,Granada,,Estadio El Alcoraz,César Soto
688,Sun,2021-02-21,21:00,Athletic Club,2.0,1–1,0.1,Villarreal,,San Mamés,Carlos del Cerro
689,Mon,2021-02-22,21:00,Osasuna,0.3,0–2,0.7,Sevilla,,Estadio El Sadar,Alberola Rojas
691,Wed,2021-02-24,19:00,Barcelona,2.5,3–0,0.6,Elche,,Camp Nou,Isidro Díaz de Mera
693,Fri,2021-02-26,21:00,Levante,1.0,1–1,1.8,Athletic Club,,Estadio Ciudad de Valencia,Isidro Díaz de Mera
694,Sat,2021-02-27,14:00,Eibar,1.7,1–1,0.5,Huesca,,Estadio Municipal de Ipurúa,Pablo González
695,Sat,2021-02-27,16:15,Sevilla,0.1,0–2,2.0,Barcelona,,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
696,Sat,2021-02-27,18:30,Alavés,0.3,0–1,1.0,Osasuna,,Estadio de Mendizorroza,José Sánchez
697,Sat,2021-02-27,21:00,Getafe,1.3,3–0,0.2,Valencia,,Coliseum Alfonso Pérez,Jorge Figueroa
698,Sun,2021-02-28,14:00,Celta Vigo,0.7,1–1,1.1,Valladolid,,Estadio de Balaídos,David Medié
699,Sun,2021-02-28,16:15,Cádiz,0.2,0–1,0.4,Betis,,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz
700,Sun,2021-02-28,18:30,Granada,1.0,2–1,0.8,Elche,,Estadio Nuevo Los Cármenes,Santiago Jaime
701,Sun,2021-02-28,21:00,Villarreal,1.3,0–2,0.5,Atlético Madrid,,Estadio de la Cerámica,Ricardo de Burgos
702,Mon,2021-03-01,21:00,Real Madrid,1.7,1–1,0.5,Real Sociedad,,Estadio Alfredo Di Stéfano,Jesús Gil
704,Fri,2021-03-05,21:00,Valencia,2.1,2–1,2.1,Villarreal,,Estadio de Mestalla,Javier Estrada
705,Sat,2021-03-06,14:00,Valladolid,0.9,2–1,0.6,Getafe,,Estadio Municipal José Zorrilla,Mario Melero
706,Sat,2021-03-06,16:15,Elche,0.6,2–1,0.9,Sevilla,,Estadio Manuel Martínez Valero,Valentín Pizarro
707,Sat,2021-03-06,18:30,Cádiz,1.1,1–0,1.7,Eibar,,Estadio Nuevo Mirandilla,Carlos del Cerro
708,Sat,2021-03-06,21:00,Osasuna,1.2,0–2,1.2,Barcelona,,Estadio El Sadar,Guillermo Cuadra
709,Sun,2021-03-07,14:00,Huesca,1.9,3–4,0.9,Celta Vigo,,Estadio El Alcoraz,José Luis Munuera
710,Sun,2021-03-07,16:15,Atlético Madrid,1.1,1–1,2.2,Real Madrid,,Estadio Wanda Metropolitano,Alejandro Hernández
711,Sun,2021-03-07,18:30,Real Sociedad,4.3,1–0,0.2,Levante,,Estadio Municipal de Anoeta,César Soto
712,Sun,2021-03-07,21:00,Athletic Club,1.2,2–1,1.5,Granada,,San Mamés,Juan Martínez
713,Mon,2021-03-08,21:00,Betis,2.0,3–2,0.4,Alavés,,Estadio Benito Villamarín,Alberola Rojas
715,Wed,2021-03-10,19:00,Atlético Madrid,1.5,2–1,0.6,Athletic Club,,Estadio Wanda Metropolitano,Jesús Gil
717,Fri,2021-03-12,21:00,Levante,0.9,1–0,0.8,Valencia,,Estadio Ciudad de Valencia,Guillermo Cuadra
718,Sat,2021-03-13,14:00,Alavés,1.3,1–1,1.7,Cádiz,,Estadio de Mendizorroza,Isidro Díaz de Mera
719,Sat,2021-03-13,16:15,Real Madrid,1.8,2–1,0.5,Elche,,Estadio Alfredo Di Stéfano,Jorge Figueroa
720,Sat,2021-03-13,18:30,Osasuna,0.8,0–0,1.5,Valladolid,,Estadio El Sadar,Ricardo de Burgos
721,Sat,2021-03-13,21:00,Getafe,0.3,0–0,1.8,Atlético Madrid,,Coliseum Alfonso Pérez,José Sánchez
722,Sun,2021-03-14,14:00,Celta Vigo,0.6,0–0,0.7,Athletic Club,,Estadio de Balaídos,Santiago Jaime
723,Sun,2021-03-14,16:15,Granada,0.4,1–0,0.3,Real Sociedad,,Estadio Nuevo Los Cármenes,Pablo González
724,Sun,2021-03-14,18:30,Eibar,1.9,1–3,3.1,Villarreal,,Estadio Municipal de Ipurúa,David Medié
725,Sun,2021-03-14,21:00,Sevilla,0.7,1–0,0.6,Betis,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
726,Mon,2021-03-15,21:00,Barcelona,1.6,4–1,2.1,Huesca,,Camp Nou,Adrián Cordero
728,Wed,2021-03-17,19:00,Sevilla,1.4,2–0,0.6,Elche,,Estadio Ramón Sánchez Pizjuán,Alberola Rojas
730,Fri,2021-03-19,21:00,Betis,2.4,2–0,0.5,Levante,,Estadio Benito Villamarín,Jesús Gil
731,Sat,2021-03-20,14:00,Athletic Club,1.8,1–1,0.6,Eibar,,San Mamés,Valentín Pizarro
732,Sat,2021-03-20,16:15,Celta Vigo,0.7,1–3,2.7,Real Madrid,,Estadio de Balaídos,Mario Melero
733,Sat,2021-03-20,18:30,Huesca,0.9,0–0,0.4,Osasuna,,Estadio El Alcoraz,Carlos del Cerro
734,Sat,2021-03-20,21:00,Valladolid,0.9,1–1,1.4,Sevilla,,Estadio Municipal José Zorrilla,Javier Estrada
735,Sun,2021-03-21,14:00,Getafe,1.6,1–1,1.5,Elche,,Coliseum Alfonso Pérez,Alejandro Hernández
736,Sun,2021-03-21,16:15,Villarreal,2.5,2–1,1.0,Cádiz,,Estadio de la Cerámica,César Soto
737,Sun,2021-03-21,16:15,Valencia,1.8,2–1,0.9,Granada,,Estadio de Mestalla,Alberola Rojas
