,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
757,Sat,2021-04-17,18:00,Sassuolo,2.1,3–1,0.7,Fiorentina,,Stadio Città del Tricolore,Gianluca Aureliano
758,Sat,2021-04-17,20:45,Cagliari,1.6,4–3,1.3,Parma,,Sardegna Arena,Paolo Valeri
759,Sun,2021-04-18,12:30,Milan,1.2,2–1,1.0,Genoa,,Stadio Giuseppe Meazza,Giampaolo Calvarese
760,Sun,2021-04-18,15:00,Bologna,3.5,4–1,0.6,Spezia,,Stadio Renato Dall'Ara,Marco Piccinini
761,Sun,2021-04-18,15:00,Lazio,3.7,5–3,1.6,Benevento,,Stadio Olimpico,Davide Ghersini
762,Sun,2021-04-18,15:00,Atalanta,0.7,1–0,1.2,Juventus,,Stadio Atleti Azzurri d'Italia,Daniele Orsato
763,Sun,2021-04-18,18:00,Torino,3.7,3–1,1.5,Roma,,Stadio Olimpico di Torino,Davide Massa
764,Sun,2021-04-18,20:45,Napoli,0.7,1–1,0.9,Inter,,Stadio San Paolo,Daniele Doveri
766,Tue,2021-04-20,20:45,Hellas Verona,0.8,1–2,1.2,Fiorentina,,Stadio Marc'Antonio Bentegodi,Alessandro Prontera
767,Wed,2021-04-21,18:30,Milan,1.3,1–2,1.9,Sassuolo,,Stadio Giuseppe Meazza,Juan Sacchi
768,Wed,2021-04-21,20:45,Bologna,0.4,1–1,2.0,Torino,,Stadio Renato Dall'Ara,Valerio Marini
769,Wed,2021-04-21,20:45,Spezia,0.0,1–1,2.5,Inter,,Stadio Dino Manuzzi,Daniele Chiffi
770,Wed,2021-04-21,20:45,Udinese,0.9,0–1,1.6,Cagliari,,Dacia Arena,Marco Guida
771,Wed,2021-04-21,20:45,Genoa,1.2,2–2,1.0,Benevento,,Stadio Comunale Luigi Ferraris,Luca Pairetto
772,Wed,2021-04-21,20:45,Juventus,2.1,3–1,1.1,Parma,,Allianz Stadium,Piero Giacomelli
773,Wed,2021-04-21,20:45,Crotone,0.7,0–1,1.9,Sampdoria,,Stadio Ezio Scida,Daniele Paterna
774,Thu,2021-04-22,18:30,Roma,1.0,1–1,2.8,Atalanta,,Stadio Olimpico,Giampaolo Calvarese
775,Thu,2021-04-22,20:45,Napoli,1.5,5–2,1.7,Lazio,,Stadio San Paolo,Marco Di Bello
777,Sat,2021-04-24,15:00,Genoa,1.7,2–0,0.6,Spezia,,Stadio Comunale Luigi Ferraris,Gianluca Manganiello
778,Sat,2021-04-24,18:00,Parma,1.7,3–4,2.6,Crotone,,Stadio Ennio Tardini,Antonio Rapuano
779,Sat,2021-04-24,20:45,Sassuolo,1.4,1–0,1.5,Sampdoria,,Stadio Città del Tricolore,Matteo Gariglio
780,Sun,2021-04-25,12:30,Benevento,2.7,2–4,1.1,Udinese,,Stadio Ciro Vigorito,Maurizio Mariani
781,Sun,2021-04-25,15:00,Inter,1.1,1–0,1.0,Hellas Verona,,Stadio Giuseppe Meazza,Rosario Abisso
782,Sun,2021-04-25,15:00,Fiorentina,1.3,1–1,1.1,Juventus,,Stadio Artemio Franchi,Davide Massa
783,Sun,2021-04-25,18:00,Cagliari,1.1,3–2,1.7,Roma,,Sardegna Arena,Massimiliano Irrati
784,Sun,2021-04-25,20:45,Atalanta,4.2,5–0,0.8,Bologna,,Stadio Atleti Azzurri d'Italia,Michael Fabbri
785,Mon,2021-04-26,18:30,Torino,0.9,0–2,2.6,Napoli,,Stadio Olimpico di Torino,Paolo Valeri
786,Mon,2021-04-26,20:45,Lazio,1.9,3–0,1.5,Milan,,Stadio Olimpico,Daniele Orsato
788,Sat,2021-05-01,15:00,Hellas Verona,1.3,1–1,0.8,Spezia,,Stadio Marc'Antonio Bentegodi,Manuel Volpi
789,Sat,2021-05-01,18:00,Crotone,0.5,0–2,2.0,Inter,,Stadio Ezio Scida,Alessandro Prontera
790,Sat,2021-05-01,20:45,Milan,2.9,2–0,0.8,Benevento,,Stadio Giuseppe Meazza,Giampaolo Calvarese
791,Sun,2021-05-02,12:30,Lazio,2.9,4–3,1.4,Genoa,,Stadio Olimpico,Piero Giacomelli
792,Sun,2021-05-02,15:00,Napoli,2.1,1–1,1.4,Cagliari,,Stadio San Paolo,Michael Fabbri
793,Sun,2021-05-02,15:00,Bologna,1.9,3–3,2.1,Fiorentina,,Stadio Renato Dall'Ara,Federico Dionisi
794,Sun,2021-05-02,15:00,Sassuolo,1.3,1–1,1.5,Atalanta,,Stadio Città del Tricolore,Luca Pairetto
795,Sun,2021-05-02,18:00,Udinese,0.4,1–2,1.8,Juventus,,Dacia Arena,Daniele Chiffi
796,Sun,2021-05-02,20:45,Sampdoria,1.4,2–0,1.5,Roma,,Stadio Comunale Luigi Ferraris,Juan Sacchi
797,Mon,2021-05-03,20:45,Torino,1.7,1–0,0.4,Parma,,Stadio Olimpico di Torino,Gianluca Aureliano
799,Sat,2021-05-08,15:00,Spezia,1.0,1–4,2.3,Napoli,,Stadio Dino Manuzzi,Massimiliano Irrati
800,Sat,2021-05-08,15:00,Udinese,0.5,1–1,2.0,Bologna,,Dacia Arena,Alberto Santoro
801,Sat,2021-05-08,18:00,Inter,2.0,5–1,1.3,Sampdoria,,Stadio Giuseppe Meazza,Giovanni Ayroldi
802,Sat,2021-05-08,20:45,Fiorentina,1.9,2–0,1.1,Lazio,,Stadio Artemio Franchi,Fabio Maresca
803,Sun,2021-05-09,12:30,Genoa,0.8,1–2,1.6,Sassuolo,,Stadio Comunale Luigi Ferraris,Maurizio Mariani
804,Sun,2021-05-09,15:00,Parma,1.5,2–5,4.1,Atalanta,,Stadio Ennio Tardini,Antonio Giua
805,Sun,2021-05-09,15:00,Benevento,1.1,1–3,1.7,Cagliari,,Stadio Ciro Vigorito,Daniele Doveri
806,Sun,2021-05-09,15:00,Hellas Verona,1.8,1–1,0.6,Torino,,Stadio Marc'Antonio Bentegodi,Davide Massa
807,Sun,2021-05-09,18:00,Roma,2.1,5–0,0.5,Crotone,,Stadio Olimpico,Simone Sozza
808,Sun,2021-05-09,20:45,Juventus,1.0,0–3,1.2,Milan,,Allianz Stadium,Paolo Valeri
810,Tue,2021-05-11,20:45,Napoli,3.6,5–1,0.1,Udinese,,Stadio San Paolo,Giampaolo Calvarese
811,Wed,2021-05-12,18:30,Cagliari,0.4,0–0,0.1,Fiorentina,,Sardegna Arena,Maurizio Mariani
812,Wed,2021-05-12,20:45,Sassuolo,2.4,1–3,1.4,Juventus,,Stadio Città del Tricolore,Piero Giacomelli
813,Wed,2021-05-12,20:45,Sampdoria,1.8,2–2,2.7,Spezia,,Stadio Comunale Luigi Ferraris,Fabio Maresca
814,Wed,2021-05-12,20:45,Bologna,2.2,0–2,1.8,Genoa,,Stadio Renato Dall'Ara,Francesco Fourneau
815,Wed,2021-05-12,20:45,Inter,2.9,3–1,1.5,Roma,,Stadio Giuseppe Meazza,Daniele Chiffi
816,Wed,2021-05-12,20:45,Lazio,1.7,1–0,0.6,Parma,,Stadio Olimpico,Federico Dionisi
817,Wed,2021-05-12,20:45,Torino,1.1,0–7,3.9,Milan,,Stadio Olimpico di Torino,Marco Guida
818,Wed,2021-05-12,20:45,Atalanta,1.8,2–0,0.3,Benevento,,Stadio Atleti Azzurri d'Italia,Davide Massa
819,Thu,2021-05-13,20:45,Crotone,0.6,2–1,0.7,Hellas Verona,,Stadio Ezio Scida,Luca Massimi
821,Sat,2021-05-15,15:00,Spezia,2.5,4–1,1.0,Torino,,Stadio Dino Manuzzi,Daniele Orsato
822,Sat,2021-05-15,15:00,Genoa,2.0,3–4,2.3,Atalanta,,Stadio Comunale Luigi Ferraris,Livio Marinelli
823,Sat,2021-05-15,18:00,Juventus,2.5,3–2,1.3,Inter,,Allianz Stadium,Giampaolo Calvarese
824,Sat,2021-05-15,20:45,Roma,0.9,2–0,0.9,Lazio,,Stadio Olimpico,Luca Pairetto
825,Sun,2021-05-16,12:30,Fiorentina,0.5,0–2,1.9,Napoli,,Stadio Artemio Franchi,Rosario Abisso
826,Sun,2021-05-16,15:00,Udinese,0.5,0–1,1.9,Sampdoria,,Dacia Arena,Matteo Gariglio
827,Sun,2021-05-16,15:00,Benevento,2.1,1–1,1.0,Crotone,,Stadio Ciro Vigorito,Piero Giacomelli
828,Sun,2021-05-16,18:00,Parma,1.2,1–3,2.1,Sassuolo,,Stadio Ennio Tardini,Marco Piccinini
829,Sun,2021-05-16,20:45,Milan,1.4,0–0,0.5,Cagliari,,Stadio Giuseppe Meazza,Davide Massa
830,Mon,2021-05-17,20:45,Hellas Verona,1.1,2–2,1.9,Bologna,,Stadio Marc'Antonio Bentegodi,Matteo Marchetti
832,Tue,2021-05-18,20:30,Lazio,2.5,0–0,0.4,Torino,,Stadio Olimpico,Michael Fabbri
834,Sat,2021-05-22,20:45,Cagliari,1.7,0–1,1.5,Genoa,,Sardegna Arena,Francesco Meraviglia
835,Sat,2021-05-22,20:45,Crotone,1.4,0–0,0.6,Fiorentina,,Stadio Ezio Scida,Eugenio Abbattista
836,Sat,2021-05-22,20:45,Sampdoria,1.3,3–0,0.8,Parma,,Stadio Comunale Luigi Ferraris,Daniele Paterna
837,Sun,2021-05-23,15:00,Inter,2.7,5–1,1.1,Udinese,1000.0,Stadio Giuseppe Meazza,Manuel Volpi
838,Sun,2021-05-23,20:45,Spezia,2.3,2–2,1.7,Roma,,Stadio Dino Manuzzi,Ivan Pezzuto
839,Sun,2021-05-23,20:45,Sassuolo,1.7,2–0,1.2,Lazio,,Stadio Città del Tricolore,Alessandro Prontera
840,Sun,2021-05-23,20:45,Atalanta,0.5,0–2,1.9,Milan,,Stadio Atleti Azzurri d'Italia,Maurizio Mariani
841,Sun,2021-05-23,20:45,Torino,1.9,1–1,0.6,Benevento,,Stadio Olimpico di Torino,Marco Di Bello
842,Sun,2021-05-23,20:45,Bologna,1.4,1–4,3.7,Juventus,,Stadio Renato Dall'Ara,Paolo Valeri
843,Sun,2021-05-23,20:45,Napoli,1.2,1–1,1.1,Hellas Verona,,Stadio San Paolo,Daniele Chiffi
844,Sat,2019-08-24,18:00,Parma,0.4,0–1,1.3,Juventus,20073.0,Stadio Ennio Tardini,Fabio Maresca
845,Sat,2019-08-24,20:45,Fiorentina,1.7,3–4,2.0,Napoli,33614.0,Stadio Artemio Franchi,Davide Massa
846,Sun,2019-08-25,18:00,Udinese,0.9,1–0,0.4,Milan,24584.0,Dacia Arena,Fabrizio Pasqua
847,Sun,2019-08-25,20:45,SPAL,1.6,2–3,1.7,Atalanta,11706.0,Stadio Paolo Mazza,Gianluca Manganiello
848,Sun,2019-08-25,20:45,Torino,1.2,2–1,1.5,Sassuolo,16536.0,Stadio Olimpico di Torino,Maurizio Mariani
849,Sun,2019-08-25,20:45,Roma,1.9,3–3,1.3,Genoa,38779.0,Stadio Olimpico,Giampaolo Calvarese
850,Sun,2019-08-25,20:45,Cagliari,1.0,0–1,1.5,Brescia,16099.0,Sardegna Arena,Eugenio Abbattista
851,Sun,2019-08-25,20:45,Hellas Verona,0.2,1–1,1.6,Bologna,16324.0,Stadio Marc'Antonio Bentegodi,Antonio Giua
852,Sun,2019-08-25,20:45,Sampdoria,0.8,0–3,2.3,Lazio,19500.0,Stadio Comunale Luigi Ferraris,Gianluca Rocchi
853,Mon,2019-08-26,20:45,Inter,1.7,4–0,0.7,Lecce,64188.0,Stadio Giuseppe Meazza,Federico La Penna
855,Fri,2019-08-30,20:45,Bologna,2.8,1–0,0.7,SPAL,25086.0,Stadio Renato Dall'Ara,Marco Di Bello
856,Sat,2019-08-31,18:00,Milan,1.5,1–0,0.6,Brescia,56691.0,Stadio Giuseppe Meazza,Rosario Abisso
857,Sat,2019-08-31,20:45,Juventus,1.4,4–3,1.4,Napoli,39203.0,Allianz Stadium,Daniele Orsato
858,Sun,2019-09-01,18:00,Lazio,1.9,1–1,1.3,Roma,52000.0,Stadio Olimpico,Marco Guida
859,Sun,2019-09-01,20:45,Lecce,1.3,0–1,1.4,Hellas Verona,24418.0,Stadio Comunale Via Del Mare,Juan Sacchi
860,Sun,2019-09-01,20:45,Udinese,1.5,1–3,0.6,Parma,20410.0,Dacia Arena,Marco Piccinini
861,Sun,2019-09-01,20:45,Genoa,2.1,2–1,1.9,Fiorentina,20000.0,Stadio Comunale Luigi Ferraris,Piero Giacomelli
862,Sun,2019-09-01,20:45,Atalanta,2.0,2–3,1.1,Torino,8182.0,Stadio Ennio Tardini,Daniele Doveri
863,Sun,2019-09-01,20:45,Sassuolo,1.6,4–1,1.5,Sampdoria,9608.0,Stadio Città del Tricolore,Luca Pairetto
864,Sun,2019-09-01,20:45,Cagliari,0.4,1–2,1.5,Inter,16412.0,Sardegna Arena,Fabio Maresca
866,Sat,2019-09-14,15:00,Fiorentina,1.6,0–0,0.3,Juventus,40000.0,Stadio Artemio Franchi,Massimiliano Irrati
867,Sat,2019-09-14,18:00,Napoli,1.3,2–0,1.5,Sampdoria,40000.0,Stadio San Paolo,Federico La Penna
868,Sat,2019-09-14,20:45,Inter,1.4,1–0,0.4,Udinese,57991.0,Stadio Giuseppe Meazza,Maurizio Mariani
869,Sun,2019-09-15,12:30,Genoa,1.4,1–2,2.5,Atalanta,23395.0,Stadio Comunale Luigi Ferraris,Michael Fabbri
870,Sun,2019-09-15,15:00,SPAL,1.1,2–1,1.5,Lazio,13650.0,Stadio Paolo Mazza,Giampaolo Calvarese
871,Sun,2019-09-15,15:00,Parma,1.0,1–3,0.7,Cagliari,14068.0,Stadio Ennio Tardini,Fabrizio Pasqua
872,Sun,2019-09-15,15:00,Brescia,0.8,3–4,3.2,Bologna,15000.0,Stadio Mario Rigamonti,Gianluca Rocchi
873,Sun,2019-09-15,18:00,Roma,2.1,4–2,1.2,Sassuolo,34407.0,Stadio Olimpico,Daniele Chiffi
874,Sun,2019-09-15,20:45,Hellas Verona,0.8,0–1,1.3,Milan,24363.0,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello
875,Mon,2019-09-16,20:45,Torino,2.0,1–2,1.2,Lecce,21620.0,Stadio Olimpico di Torino,Antonio Giua
877,Fri,2019-09-20,20:45,Cagliari,1.5,3–1,1.3,Genoa,14574.0,Sardegna Arena,Gianluca Manganiello
878,Sat,2019-09-21,15:00,Udinese,0.6,0–1,0.7,Brescia,19611.0,Dacia Arena,Paolo Valeri
879,Sat,2019-09-21,18:00,Juventus,2.0,2–1,1.2,Hellas Verona,39945.0,Allianz Stadium,Federico La Penna
880,Sat,2019-09-21,20:45,Milan,0.8,0–2,1.9,Inter,70440.0,Stadio Giuseppe Meazza,Daniele Doveri
881,Sun,2019-09-22,12:30,Sassuolo,2.4,3–0,1.0,SPAL,10937.0,Stadio Città del Tricolore,Maurizio Mariani
882,Sun,2019-09-22,15:00,Sampdoria,1.2,1–0,0.6,Torino,19041.0,Stadio Comunale Luigi Ferraris,Piero Giacomelli
883,Sun,2019-09-22,15:00,Bologna,1.4,1–2,1.5,Roma,25513.0,Stadio Renato Dall'Ara,Luca Pairetto
884,Sun,2019-09-22,15:00,Lecce,1.2,1–4,2.8,Napoli,21644.0,Stadio Comunale Via Del Mare,Marco Piccinini
885,Sun,2019-09-22,18:00,Atalanta,1.1,2–2,0.9,Fiorentina,10314.0,Stadio Ennio Tardini,Daniele Orsato
886,Sun,2019-09-22,20:45,Lazio,2.2,2–0,0.7,Parma,31404.0,Stadio Olimpico,Rosario Abisso
888,Tue,2019-09-24,19:00,Hellas Verona,1.0,0–0,0.8,Udinese,13740.0,Stadio Marc'Antonio Bentegodi,Daniele Chiffi
889,Tue,2019-09-24,21:00,Brescia,0.9,1–2,1.7,Juventus,14000.0,Stadio Mario Rigamonti,Fabrizio Pasqua
890,Wed,2019-09-25,19:00,Roma,1.7,0–2,1.9,Atalanta,31832.0,Stadio Olimpico,Massimiliano Irrati
891,Wed,2019-09-25,21:00,Inter,1.4,1–0,1.1,Lazio,56175.0,Stadio Giuseppe Meazza,Fabio Maresca
892,Wed,2019-09-25,21:00,Parma,1.5,1–0,0.5,Sassuolo,14569.0,Stadio Ennio Tardini,Livio Marinelli
893,Wed,2019-09-25,21:00,Napoli,2.1,0–1,0.3,Cagliari,25408.0,Stadio San Paolo,Marco Di Bello
894,Wed,2019-09-25,21:00,Genoa,0.2,0–0,1.7,Bologna,20497.0,Stadio Comunale Luigi Ferraris,Davide Massa
895,Wed,2019-09-25,21:00,Fiorentina,1.9,2–1,0.6,Sampdoria,33469.0,Stadio Artemio Franchi,Daniele Doveri
896,Wed,2019-09-25,21:00,SPAL,1.1,1–3,2.0,Lecce,13292.0,Stadio Paolo Mazza,Gianluca Rocchi
897,Thu,2019-09-26,21:00,Torino,1.3,2–1,2.1,Milan,23997.0,Stadio Olimpico di Torino,Marco Guida
899,Sat,2019-09-28,15:00,Juventus,2.0,2–0,0.3,SPAL,38995.0,Allianz Stadium,Marco Piccinini
900,Sat,2019-09-28,18:00,Sampdoria,1.4,1–3,2.4,Inter,23694.0,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese
901,Sat,2019-09-28,20:45,Sassuolo,0.6,1–4,2.1,Atalanta,11604.0,Stadio Città del Tricolore,Paolo Valeri
902,Sun,2019-09-29,12:30,Napoli,2.0,2–1,1.0,Brescia,45770.0,Stadio San Paolo,Gianluca Manganiello
903,Sun,2019-09-29,15:00,Lazio,1.4,4–0,0.5,Genoa,26000.0,Stadio Olimpico,Luca Pairetto
904,Sun,2019-09-29,15:00,Lecce,0.8,0–1,2.5,Roma,26044.0,Stadio Comunale Via Del Mare,Rosario Abisso
905,Sun,2019-09-29,15:00,Udinese,0.6,1–0,1.2,Bologna,21361.0,Dacia Arena,Antonio Giua
906,Sun,2019-09-29,18:00,Cagliari,1.3,1–1,1.5,Hellas Verona,15846.0,Sardegna Arena,Manuel Volpi
907,Sun,2019-09-29,20:45,Milan,0.8,1–3,2.4,Fiorentina,48367.0,Stadio Giuseppe Meazza,Piero Giacomelli
908,Mon,2019-09-30,20:45,Parma,3.4,3–2,1.6,Torino,15001.0,Stadio Ennio Tardini,Federico La Penna
910,Sat,2019-10-05,15:00,SPAL,1.5,1–0,0.3,Parma,11776.0,Stadio Paolo Mazza,Marco Guida
911,Sat,2019-10-05,18:00,Hellas Verona,0.8,2–0,0.7,Sampdoria,17787.0,Stadio Marc'Antonio Bentegodi,Michael Fabbri
912,Sat,2019-10-05,20:45,Genoa,1.8,1–2,1.3,Milan,22486.0,Stadio Comunale Luigi Ferraris,Maurizio Mariani
913,Sun,2019-10-06,12:30,Fiorentina,0.9,1–0,0.7,Udinese,37963.0,Stadio Artemio Franchi,Alessandro Prontera
914,Sun,2019-10-06,15:00,Roma,1.4,1–1,1.2,Cagliari,34385.0,Stadio Olimpico,Davide Massa
915,Sun,2019-10-06,15:00,Atalanta,3.7,3–1,1.0,Lecce,20771.0,Stadio Atleti Azzurri d'Italia,Marco Di Bello
916,Sun,2019-10-06,15:00,Bologna,1.5,2–2,1.9,Lazio,22052.0,Stadio Renato Dall'Ara,Daniele Orsato
917,Sun,2019-10-06,18:00,Torino,0.6,0–0,1.2,Napoli,24343.0,Stadio Olimpico di Torino,Daniele Doveri
918,Sun,2019-10-06,20:45,Inter,1.6,1–2,1.4,Juventus,75923.0,Stadio Giuseppe Meazza,Gianluca Rocchi
920,Sat,2019-10-19,15:00,Lazio,2.6,3–3,2.7,Atalanta,30000.0,Stadio Olimpico,Gianluca Rocchi
921,Sat,2019-10-19,18:00,Napoli,1.8,2–0,1.3,Hellas Verona,38686.0,Stadio San Paolo,Marco Piccinini
922,Sat,2019-10-19,20:45,Juventus,2.1,2–1,0.6,Bologna,40461.0,Allianz Stadium,Massimiliano Irrati
923,Sun,2019-10-20,12:30,Sassuolo,1.0,3–4,3.1,Inter,17935.0,Stadio Città del Tricolore,Piero Giacomelli
924,Sun,2019-10-20,15:00,Sampdoria,0.6,0–0,0.7,Roma,20211.0,Stadio Comunale Luigi Ferraris,Fabio Maresca
925,Sun,2019-10-20,15:00,Cagliari,1.3,2–0,1.2,SPAL,15713.0,Sardegna Arena,Daniele Chiffi
926,Sun,2019-10-20,15:00,Udinese,1.8,1–0,1.1,Torino,24049.0,Dacia Arena,Rosario Abisso
927,Sun,2019-10-20,18:00,Parma,3.0,5–1,1.6,Genoa,15299.0,Stadio Ennio Tardini,Paolo Valeri
928,Sun,2019-10-20,20:45,Milan,1.4,2–2,1.4,Lecce,48703.0,Stadio Giuseppe Meazza,Fabrizio Pasqua
929,Mon,2019-10-21,21:00,Brescia,0.2,0–0,1.3,Fiorentina,16000.0,Stadio Mario Rigamonti,Giampaolo Calvarese
931,Fri,2019-10-25,20:45,Hellas Verona,1.1,0–1,1.4,Sassuolo,11453.0,Stadio Marc'Antonio Bentegodi,Luca Pairetto
932,Sat,2019-10-26,15:00,Lecce,1.1,1–1,3.4,Juventus,26591.0,Stadio Comunale Via Del Mare,Paolo Valeri
933,Sat,2019-10-26,18:00,Inter,2.6,2–2,0.8,Parma,67076.0,Stadio Giuseppe Meazza,Daniele Chiffi
934,Sat,2019-10-26,20:45,Genoa,1.1,3–1,1.2,Brescia,20949.0,Stadio Comunale Luigi Ferraris,Rosario Abisso
935,Sun,2019-10-27,12:30,Bologna,1.5,2–1,0.8,Sampdoria,24099.0,Stadio Renato Dall'Ara,Daniele Doveri
936,Sun,2019-10-27,15:00,Atalanta,5.6,7–1,1.0,Udinese,18677.0,Stadio Atleti Azzurri d'Italia,Fabio Maresca
937,Sun,2019-10-27,15:00,SPAL,0.6,1–1,1.0,Napoli,14726.0,Stadio Paolo Mazza,Federico La Penna
938,Sun,2019-10-27,15:00,Torino,0.9,1–1,0.5,Cagliari,21213.0,Stadio Olimpico di Torino,Michael Fabbri
939,Sun,2019-10-27,18:00,Roma,1.5,2–1,0.6,Milan,44333.0,Stadio Olimpico,Daniele Orsato
940,Sun,2019-10-27,20:45,Fiorentina,0.7,1–2,2.3,Lazio,33281.0,Stadio Artemio Franchi,Marco Guida
942,Tue,2019-10-29,19:00,Parma,1.3,0–1,0.2,Hellas Verona,14638.0,Stadio Ennio Tardini,Gianluca Manganiello
943,Tue,2019-10-29,21:00,Brescia,2.0,1–2,1.0,Inter,16500.0,Stadio Mario Rigamonti,Michael Fabbri
944,Wed,2019-10-30,19:00,Napoli,2.7,2–2,1.3,Atalanta,30061.0,Stadio San Paolo,Piero Giacomelli
945,Wed,2019-10-30,21:00,Lazio,2.5,4–0,0.7,Torino,25000.0,Stadio Olimpico,Daniele Orsato
946,Wed,2019-10-30,21:00,Sampdoria,1.9,1–1,1.2,Lecce,18685.0,Stadio Comunale Luigi Ferraris,Davide Massa
947,Wed,2019-10-30,21:00,Juventus,2.4,2–1,0.4,Genoa,38732.0,Allianz Stadium,Antonio Giua
948,Wed,2019-10-30,21:00,Udinese,0.8,0–4,3.1,Roma,23854.0,Dacia Arena,Massimiliano Irrati
949,Wed,2019-10-30,21:00,Sassuolo,1.1,1–2,1.5,Fiorentina,11863.0,Stadio Città del Tricolore,Maurizio Mariani
950,Wed,2019-10-30,21:00,Cagliari,1.4,3–2,1.0,Bologna,16076.0,Sardegna Arena,Juan Sacchi
951,Thu,2019-10-31,21:00,Milan,1.4,1–0,0.5,SPAL,46475.0,Stadio Giuseppe Meazza,Marco Piccinini
953,Sat,2019-11-02,15:00,Roma,2.2,2–1,1.7,Napoli,34502.0,Stadio Olimpico,Gianluca Rocchi
954,Sat,2019-11-02,18:00,Bologna,0.6,1–2,3.0,Inter,28498.0,Stadio Renato Dall'Ara,Federico La Penna
955,Sat,2019-11-02,20:45,Torino,0.4,0–1,2.1,Juventus,26664.0,Stadio Olimpico di Torino,Daniele Doveri
956,Sun,2019-11-03,12:30,Atalanta,0.9,0–2,1.1,Cagliari,18617.0,Stadio Atleti Azzurri d'Italia,Rosario Abisso
957,Sun,2019-11-03,15:00,Hellas Verona,1.2,2–1,1.4,Brescia,16525.0,Stadio Marc'Antonio Bentegodi,Maurizio Mariani
958,Sun,2019-11-03,15:00,Lecce,0.6,2–2,1.8,Sassuolo,22087.0,Stadio Comunale Via Del Mare,Riccardo Ros
959,Sun,2019-11-03,15:00,Genoa,1.2,1–3,1.5,Udinese,20030.0,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua
960,Sun,2019-11-03,18:00,Fiorentina,1.6,1–1,0.6,Parma,32479.0,Stadio Artemio Franchi,Luca Pairetto
961,Sun,2019-11-03,20:45,Milan,0.9,1–2,1.2,Lazio,41000.0,Stadio Giuseppe Meazza,Giampaolo Calvarese
962,Mon,2019-11-04,20:45,SPAL,0.7,0–1,0.9,Sampdoria,11617.0,Stadio Paolo Mazza,Daniele Chiffi
964,Fri,2019-11-08,20:45,Sassuolo,2.3,3–1,0.9,Bologna,13184.0,Stadio Città del Tricolore,Marco Piccinini
965,Sat,2019-11-09,15:00,Brescia,0.7,0–4,3.4,Torino,13500.0,Stadio Mario Rigamonti,Marco Guida
966,Sat,2019-11-09,18:00,Inter,2.9,2–1,1.4,Hellas Verona,66202.0,Stadio Giuseppe Meazza,Paolo Valeri
967,Sat,2019-11-09,20:45,Napoli,1.2,0–0,1.0,Genoa,22947.0,Stadio San Paolo,Giampaolo Calvarese
968,Sun,2019-11-10,12:30,Cagliari,2.7,5–2,1.0,Fiorentina,16316.0,Sardegna Arena,Federico La Penna
969,Sun,2019-11-10,15:00,Lazio,3.5,4–2,2.4,Lecce,35000.0,Stadio Olimpico,Gianluca Manganiello
970,Sun,2019-11-10,15:00,Udinese,1.3,0–0,2.1,SPAL,21621.0,Dacia Arena,Davide Massa
971,Sun,2019-11-10,15:00,Sampdoria,0.5,0–0,0.7,Atalanta,19799.0,Stadio Comunale Luigi Ferraris,Massimiliano Irrati
972,Sun,2019-11-10,18:00,Parma,1.4,2–0,0.6,Roma,18532.0,Stadio Ennio Tardini,Michael Fabbri
973,Sun,2019-11-10,20:45,Juventus,1.2,1–0,0.6,Milan,40478.0,Allianz Stadium,Fabio Maresca
975,Sat,2019-11-23,15:00,Atalanta,2.4,1–3,1.2,Juventus,20899.0,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi
976,Sat,2019-11-23,18:00,Milan,0.8,1–1,0.9,Napoli,61658.0,Stadio Giuseppe Meazza,Daniele Orsato
977,Sat,2019-11-23,20:45,Torino,0.5,0–3,1.6,Inter,26059.0,Stadio Olimpico di Torino,Fabio Maresca
978,Sun,2019-11-24,12:30,Bologna,0.7,2–2,1.3,Parma,21419.0,Stadio Renato Dall'Ara,Rosario Abisso
979,Sun,2019-11-24,15:00,Roma,2.5,3–0,0.4,Brescia,33695.0,Stadio Olimpico,Marco Di Bello
980,Sun,2019-11-24,15:00,Hellas Verona,2.0,1–0,1.0,Fiorentina,22581.0,Stadio Marc'Antonio Bentegodi,Antonio Giua
981,Sun,2019-11-24,15:00,Sassuolo,1.1,1–2,1.2,Lazio,10000.0,Stadio Città del Tricolore,Daniele Chiffi
982,Sun,2019-11-24,18:00,Sampdoria,2.1,2–1,0.5,Udinese,17031.0,Stadio Comunale Luigi Ferraris,Luca Pairetto
983,Mon,2019-11-25,15:00,Lecce,2.9,2–2,0.9,Cagliari,21435.0,Stadio Comunale Via Del Mare,Maurizio Mariani
984,Mon,2019-11-25,20:45,SPAL,2.2,1–1,1.4,Genoa,12423.0,Stadio Paolo Mazza,Piero Giacomelli
986,Sat,2019-11-30,15:00,Brescia,1.1,0–3,2.5,Atalanta,14000.0,Stadio Mario Rigamonti,Daniele Doveri
987,Sat,2019-11-30,18:00,Genoa,0.8,0–1,0.9,Torino,20000.0,Stadio Comunale Luigi Ferraris,Davide Massa
988,Sat,2019-11-30,20:45,Fiorentina,1.9,0–1,1.3,Lecce,33912.0,Stadio Artemio Franchi,Marco Piccinini
