,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
1622,Regular Season,Tue,2019-04-09,19:00,Nîmes,1.6,3–1,0.6,Rennes,13142.0,Stade des Costières,Florent Batta
1624,Regular Season,Fri,2019-04-12,19:00,Dijon,1.2,0–0,0.3,Amiens,12532.0,Stade Gaston Gérard,Karim Abed
1625,Regular Season,Fri,2019-04-12,20:45,Nantes,1.1,2–1,1.0,Lyon,25050.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard
1626,Regular Season,Sat,2019-04-13,17:00,Marseille,1.4,2–1,0.9,Nîmes,62614.0,Orange Vélodrome,Franck Schneider
1627,Regular Season,Sat,2019-04-13,20:00,Strasbourg,0.9,3–3,2.0,Guingamp,25190.0,Stade de la Meinau,Antony Gautier
1628,Regular Season,Sat,2019-04-13,20:00,Caen,0.6,0–1,1.4,Angers,17175.0,Stade Michel d'Ornano,Jeremy Stinat
1629,Regular Season,Sat,2019-04-13,20:00,Monaco,1.8,0–0,0.7,Reims,7094.0,Stade Louis II.,Willy Delajod
1630,Regular Season,Sun,2019-04-14,15:00,Rennes,0.9,0–0,0.6,Nice,23706.0,Roazhon Park,Mikael Lesage
1631,Regular Season,Sun,2019-04-14,15:00,Montpellier,1.9,2–1,0.2,Toulouse,11986.0,Stade de la Mosson,Benoît Millot
1632,Regular Season,Sun,2019-04-14,17:00,Saint-Étienne,2.2,3–0,0.5,Bordeaux,33935.0,Stade Geoffroy-Guichard,Ruddy Buquet
1633,Regular Season,Sun,2019-04-14,21:00,Lille,1.6,5–1,1.1,Paris S-G,49712.0,Stade Pierre-Mauroy,Benoît Bastien
1635,Regular Season,Wed,2019-04-17,19:00,Nantes,1.6,3–2,0.9,Paris S-G,34471.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier
1637,Regular Season,Fri,2019-04-19,19:00,Dijon,1.1,3–2,0.9,Rennes,12751.0,Stade Gaston Gérard,Olivier Thual
1638,Regular Season,Fri,2019-04-19,20:45,Lyon,2.5,2–1,0.6,Angers,43917.0,Groupama Stadium,Benoît Millot
1639,Regular Season,Sat,2019-04-20,17:00,Guingamp,1.2,1–3,2.1,Marseille,18164.0,Stade du Roudourou,Mikael Lesage
1640,Regular Season,Sat,2019-04-20,20:00,Nîmes,1.3,2–1,1.0,Bordeaux,17092.0,Stade des Costières,Florent Batta
1641,Regular Season,Sat,2019-04-20,20:00,Nice,1.9,0–1,0.7,Caen,17092.0,Stade de Nice,Jérôme Miguelgorry
1642,Regular Season,Sat,2019-04-20,20:00,Strasbourg,0.6,1–3,2.3,Montpellier,25192.0,Stade de la Meinau,François Letexier
1643,Regular Season,Sun,2019-04-21,15:00,Toulouse,0.6,0–0,1.5,Lille,15002.0,Stadium Municipal,Nicolas Rainville
1644,Regular Season,Sun,2019-04-21,15:00,Nantes,1.3,3–2,0.4,Amiens,19253.0,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard
1645,Regular Season,Sun,2019-04-21,17:00,Reims,0.7,0–2,1.5,Saint-Étienne,19102.0,Stade Auguste-Delaune II,Amaury Delerue
1646,Regular Season,Sun,2019-04-21,21:00,Paris S-G,2.0,3–1,1.3,Monaco,43581.0,Parc des Princes,Clément Turpin
1648,Regular Season,Fri,2019-04-26,20:45,Bordeaux,0.8,2–3,3.1,Lyon,27455.0,Stade Matmut-Atlantique,Benoît Bastien
1649,Regular Season,Sun,2019-04-28,15:00,Angers,0.5,1–1,0.2,Reims,11464.0,Stade Raymond Kopa,Karim Abed
1650,Regular Season,Sun,2019-04-28,15:00,Lille,2.5,5–0,1.0,Nîmes,36356.0,Stade Pierre-Mauroy,Amaury Delerue
1651,Regular Season,Sun,2019-04-28,15:00,Nice,2.1,3–0,0.8,Guingamp,16379.0,Stade de Nice,Hakim Ben El Hadj Salem
1652,Regular Season,Sun,2019-04-28,15:00,Caen,1.6,1–0,0.8,Dijon,19004.0,Stade Michel d'Ornano,Antony Gautier
1653,Regular Season,Sun,2019-04-28,15:00,Amiens,0.7,0–0,0.4,Strasbourg,11833.0,Stade de la Licorne,Stéphanie Frappart
1654,Regular Season,Sun,2019-04-28,17:00,Saint-Étienne,1.8,2–0,1.2,Toulouse,28203.0,Stade Geoffroy-Guichard,Jeremy Stinat
1655,Regular Season,Sun,2019-04-28,21:00,Marseille,1.9,1–2,1.2,Nantes,51969.0,Orange Vélodrome,Johan Hamel
1656,Regular Season,Tue,2019-04-30,19:00,Montpellier,1.6,3–2,1.5,Paris S-G,20477.0,Stade de la Mosson,Mikael Lesage
1657,Regular Season,Wed,2019-05-01,19:00,Rennes,1.4,2–2,1.1,Monaco,28285.0,Roazhon Park,Eric Wattellier
1659,Regular Season,Fri,2019-05-03,20:45,Strasbourg,1.3,1–1,1.3,Marseille,25962.0,Stade de la Meinau,Jérôme Miguelgorry
1660,Regular Season,Sat,2019-05-04,17:00,Paris S-G,2.8,1–1,0.9,Nice,47283.0,Parc des Princes,Franck Schneider
1661,Regular Season,Sat,2019-05-04,20:00,Guingamp,0.4,0–0,0.0,Caen,16879.0,Stade du Roudourou,Jérôme Brisard
1662,Regular Season,Sat,2019-05-04,20:00,Bordeaux,0.5,0–1,0.5,Angers,18584.0,Stade Matmut-Atlantique,Nicolas Rainville
1663,Regular Season,Sat,2019-05-04,20:00,Reims,0.3,0–3,1.7,Nîmes,13314.0,Stade Auguste-Delaune II,Thomas Léonard
1664,Regular Season,Sun,2019-05-05,15:00,Toulouse,2.3,2–2,1.8,Rennes,16794.0,Stadium Municipal,Willy Delajod
1665,Regular Season,Sun,2019-05-05,15:00,Nantes,2.0,3–0,0.9,Dijon,19482.0,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien
1666,Regular Season,Sun,2019-05-05,15:00,Montpellier,0.7,1–1,0.3,Amiens,14330.0,Stade de la Mosson,Olivier Thual
1667,Regular Season,Sun,2019-05-05,17:00,Monaco,2.4,2–3,0.9,Saint-Étienne,9047.0,Stade Louis II.,Benoît Millot
1668,Regular Season,Sun,2019-05-05,21:00,Lyon,1.9,2–2,2.0,Lille,56642.0,Groupama Stadium,Clément Turpin
1670,Regular Season,Fri,2019-05-10,20:45,Saint-Étienne,1.0,0–1,1.4,Montpellier,35644.0,Stade Geoffroy-Guichard,Benoît Bastien
1671,Regular Season,Sat,2019-05-11,17:00,Angers,2.4,1–2,1.3,Paris S-G,14728.0,Stade Raymond Kopa,Florent Batta
1672,Regular Season,Sat,2019-05-11,20:00,Nîmes,1.2,1–0,0.8,Monaco,14811.0,Stade des Costières,Jeremy Stinat
1673,Regular Season,Sat,2019-05-11,20:00,Nice,1.8,1–1,2.3,Nantes,16372.0,Stade de Nice,Stéphanie Frappart
1674,Regular Season,Sat,2019-05-11,20:00,Caen,1.5,3–2,1.6,Reims,18339.0,Stade Michel d'Ornano,Johan Hamel
1675,Regular Season,Sat,2019-05-11,20:00,Amiens,0.6,0–0,0.4,Toulouse,11684.0,Stade de la Licorne,François Letexier
1676,Regular Season,Sat,2019-05-11,20:00,Dijon,1.9,2–1,2.0,Strasbourg,13105.0,Stade Gaston Gérard,Hakim Ben El Hadj Salem
1677,Regular Season,Sun,2019-05-12,15:00,Rennes,1.2,1–1,2.9,Guingamp,26119.0,Roazhon Park,Karim Abed
1678,Regular Season,Sun,2019-05-12,17:00,Lille,1.1,1–0,0.8,Bordeaux,41413.0,Stade Pierre-Mauroy,Mikael Lesage
1679,Regular Season,Sun,2019-05-12,21:00,Marseille,1.7,0–3,1.5,Lyon,61707.0,Orange Vélodrome,Ruddy Buquet
1681,Regular Season,Sat,2019-05-18,21:00,Saint-Étienne,1.6,3–0,1.0,Nice,36759.0,Stade Geoffroy-Guichard,Antony Gautier
1682,Regular Season,Sat,2019-05-18,21:00,Guingamp,2.5,2–2,1.8,Nîmes,12096.0,Stade du Roudourou,Jérôme Miguelgorry
1683,Regular Season,Sat,2019-05-18,21:00,Monaco,0.8,2–0,0.6,Amiens,10188.0,Stade Louis II.,Clément Turpin
1684,Regular Season,Sat,2019-05-18,21:00,Bordeaux,0.7,0–1,1.3,Reims,14247.0,Stade Matmut-Atlantique,Eric Wattellier
1685,Regular Season,Sat,2019-05-18,21:00,Strasbourg,1.7,0–2,0.8,Rennes,25086.0,Stade de la Meinau,Thomas Léonard
1686,Regular Season,Sat,2019-05-18,21:00,Montpellier,0.9,1–1,0.7,Nantes,16063.0,Stade de la Mosson,Ruddy Buquet
1687,Regular Season,Sat,2019-05-18,21:00,Lyon,2.7,4–0,0.3,Caen,51408.0,Groupama Stadium,Amaury Delerue
1688,Regular Season,Sat,2019-05-18,21:00,Lille,2.8,5–0,1.3,Angers,42704.0,Stade Pierre-Mauroy,François Letexier
1689,Regular Season,Sat,2019-05-18,21:00,Toulouse,1.7,2–5,2.3,Marseille,24293.0,Stadium Municipal,Franck Schneider
1690,Regular Season,Sat,2019-05-18,21:00,Paris S-G,3.2,4–0,1.0,Dijon,47532.0,Parc des Princes,Jérôme Brisard
1692,Regular Season,Fri,2019-05-24,21:05,Rennes,2.4,3–1,1.4,Lille,28185.0,Roazhon Park,Olivier Thual
1693,Regular Season,Fri,2019-05-24,21:05,Dijon,1.1,2–1,0.5,Toulouse,14050.0,Stade Gaston Gérard,Mikael Lesage
1694,Regular Season,Fri,2019-05-24,21:05,Reims,1.1,3–1,1.8,Paris S-G,20299.0,Stade Auguste-Delaune II,Nicolas Rainville
1695,Regular Season,Fri,2019-05-24,21:05,Marseille,1.4,1–0,0.7,Montpellier,53788.0,Orange Vélodrome,Antony Gautier
1696,Regular Season,Fri,2019-05-24,21:05,Nîmes,1.5,2–3,1.4,Lyon,14986.0,Stade des Costières,François Letexier
1697,Regular Season,Fri,2019-05-24,21:05,Caen,0.6,0–1,1.0,Bordeaux,19355.0,Stade Michel d'Ornano,Clément Turpin
1698,Regular Season,Fri,2019-05-24,21:05,Angers,1.8,1–1,1.3,Saint-Étienne,16011.0,Stade Raymond Kopa,Johan Hamel
1699,Regular Season,Fri,2019-05-24,21:05,Nantes,1.5,0–1,0.9,Strasbourg,30636.0,Stade de la Beaujoire - Louis Fonteneau,Karim Abed
1700,Regular Season,Fri,2019-05-24,21:05,Amiens,2.0,2–1,1.2,Guingamp,11932.0,Stade de la Licorne,Amaury Delerue
1701,Regular Season,Fri,2019-05-24,21:05,Nice,1.4,2–0,2.0,Monaco,23356.0,Stade de Nice,Ruddy Buquet
1703,French 1/2 Relegation/Promotion Playoffs,Thu,2019-05-30,20:45,Lens,,1–1,,Dijon,37355.0,Stade Bollaert-Delelis,
1704,French 1/2 Relegation/Promotion Playoffs,Sun,2019-06-02,21:00,Dijon,,3–1,,Lens,15367.0,Stade Gaston Gérard,
1705,Regular Season,Fri,2017-08-04,20:45,Monaco,1.8,3–2,0.3,Toulouse,13572.0,Stade Louis II.,Clément Turpin
1706,Regular Season,Sat,2017-08-05,17:15,Paris S-G,2.2,2–0,0.1,Amiens,46898.0,Parc des Princes,Mikael Lesage
1707,Regular Season,Sat,2017-08-05,20:00,Montpellier,0.9,1–0,0.5,Caen,14725.0,Stade de la Mosson,Thomas Léonard
1708,Regular Season,Sat,2017-08-05,20:00,Troyes,1.5,1–1,2.3,Rennes,9968.0,Stade de l'Aube,Karim Abed
1709,Regular Season,Sat,2017-08-05,20:00,Saint-Étienne,0.8,1–0,0.6,Nice,25879.0,Stade Geoffroy-Guichard,François Letexier
1710,Regular Season,Sat,2017-08-05,20:00,Lyon,2.2,4–0,0.3,Strasbourg,1979.0,Groupama Stadium,Ruddy Buquet
1711,Regular Season,Sat,2017-08-05,20:00,Metz,1.1,1–3,1.7,Guingamp,14595.0,Stade Saint-Symphorien,Jérôme Miguelgorry
1712,Regular Season,Sun,2017-08-06,15:00,Lille,1.9,3–0,1.2,Nantes,30683.0,Stade Pierre-Mauroy,Benoît Millot
1713,Regular Season,Sun,2017-08-06,17:00,Angers,1.0,2–2,1.8,Bordeaux,11767.0,Stade Raymond Kopa,Sébastien Desiage
1714,Regular Season,Sun,2017-08-06,21:00,Marseille,3.1,3–0,0.7,Dijon,50904.0,Orange Vélodrome,Benoît Bastien
1716,Regular Season,Fri,2017-08-11,19:00,Nice,2.3,1–2,0.9,Troyes,24260.0,Stade de Nice,Olivier Thual
1717,Regular Season,Fri,2017-08-11,20:45,Rennes,1.1,1–2,1.8,Lyon,24944.0,Roazhon Park,Nicolas Rainville
1718,Regular Season,Sat,2017-08-12,17:00,Nantes,1.3,0–1,1.8,Marseille,33654.0,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet
1719,Regular Season,Sat,2017-08-12,20:00,Caen,0.9,0–1,1.2,Saint-Étienne,17606.0,Stade Michel d'Ornano,Stéphane Jochem
1720,Regular Season,Sat,2017-08-12,20:00,Bordeaux,1.8,2–0,0.4,Metz,22095.0,Stade Matmut-Atlantique,Mikael Lesage
1721,Regular Season,Sat,2017-08-12,20:00,Amiens,0.7,0–2,1.8,Angers,7772.0,Stade de la Licorne,Hakim Ben El Hadj Salem
1722,Regular Season,Sat,2017-08-12,20:00,Toulouse,1.7,1–0,0.8,Montpellier,11876.0,Stadium Municipal,Ruddy Buquet
1723,Regular Season,Sun,2017-08-13,15:00,Strasbourg,3.8,3–0,0.9,Lille,25591.0,Stade de la Meinau,Johan Hamel
1724,Regular Season,Sun,2017-08-13,17:00,Dijon,1.4,1–4,1.6,Monaco,14295.0,Stade Gaston Gérard,Tony Chapron
1725,Regular Season,Sun,2017-08-13,21:00,Guingamp,0.1,0–3,2.5,Paris S-G,18378.0,Stade du Roudourou,Antony Gautier
1727,Regular Season,Fri,2017-08-18,20:45,Metz,0.8,0–1,1.8,Monaco,18136.0,Stade Saint-Symphorien,François Letexier
1728,Regular Season,Sat,2017-08-19,17:00,Lyon,0.5,3–3,1.4,Bordeaux,42073.0,Groupama Stadium,Clément Turpin
1729,Regular Season,Sat,2017-08-19,20:00,Montpellier,1.4,1–1,0.8,Strasbourg,12585.0,Stade de la Mosson,Hakim Ben El Hadj Salem
1730,Regular Season,Sat,2017-08-19,20:00,Saint-Étienne,3.0,3–0,1.0,Amiens,30004.0,Stade Geoffroy-Guichard,Jérôme Brisard
1731,Regular Season,Sat,2017-08-19,20:00,Troyes,0.6,0–1,0.8,Nantes,11035.0,Stade de l'Aube,Sébastien Desiage
1732,Regular Season,Sat,2017-08-19,20:00,Rennes,1.4,2–2,1.8,Dijon,16888.0,Roazhon Park,Thomas Léonard
1733,Regular Season,Sat,2017-08-19,20:00,Nice,1.5,2–0,0.6,Guingamp,21070.0,Stade de Nice,Benoît Millot
1734,Regular Season,Sun,2017-08-20,15:00,Lille,0.7,0–2,1.4,Caen,28740.0,Stade Pierre-Mauroy,Karim Abed
1735,Regular Season,Sun,2017-08-20,17:00,Marseille,0.7,1–1,0.7,Angers,51966.0,Orange Vélodrome,Jérôme Miguelgorry
1736,Regular Season,Sun,2017-08-20,21:00,Paris S-G,2.8,6–2,0.5,Toulouse,47221.0,Parc des Princes,Amaury Delerue
1738,Regular Season,Fri,2017-08-25,20:45,Paris S-G,2.0,3–0,0.9,Saint-Étienne,46957.0,Parc des Princes,Clément Turpin
1739,Regular Season,Sat,2017-08-26,17:15,Nantes,0.6,0–0,1.1,Lyon,30718.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier
1740,Regular Season,Sat,2017-08-26,20:00,Amiens,1.4,3–0,0.3,Nice,7922.0,Stade de la Licorne,Johan Hamel
1741,Regular Season,Sat,2017-08-26,20:00,Dijon,1.5,2–1,1.6,Montpellier,10902.0,Stade Gaston Gérard,Stéphane Jochem
1742,Regular Season,Sat,2017-08-26,20:00,Toulouse,2.4,3–2,0.9,Rennes,10651.0,Stadium Municipal,Franck Schneider
1743,Regular Season,Sat,2017-08-26,20:00,Caen,1.6,1–0,0.6,Metz,15697.0,Stade Michel d'Ornano,Jérôme Brisard
1744,Regular Season,Sat,2017-08-26,20:00,Bordeaux,2.5,2–1,0.5,Troyes,19002.0,Stade Matmut-Atlantique,Tony Chapron
1745,Regular Season,Sun,2017-08-27,15:00,Guingamp,2.3,2–0,1.2,Strasbourg,13061.0,Stade du Roudourou,Mikael Lesage
1746,Regular Season,Sun,2017-08-27,17:00,Angers,0.7,1–1,0.9,Lille,10284.0,Stade Raymond Kopa,Nicolas Rainville
1747,Regular Season,Sun,2017-08-27,21:00,Monaco,3.9,6–1,1.1,Marseille,16353.0,Stade Louis II.,Ruddy Buquet
1749,Regular Season,Fri,2017-09-08,19:00,Lille,0.3,0–0,0.9,Bordeaux,27464.0,Stade Pierre-Mauroy,François Letexier
1750,Regular Season,Fri,2017-09-08,20:45,Metz,1.1,1–5,4.6,Paris S-G,25015.0,Stade Saint-Symphorien,Sébastien Desiage
1751,Regular Season,Sat,2017-09-09,17:00,Nice,2.4,4–0,0.9,Monaco,28995.0,Stade de Nice,Clément Turpin
1752,Regular Season,Sat,2017-09-09,20:00,Troyes,0.8,0–0,0.2,Toulouse,1060.0,Stade de l'Aube,Hakim Ben El Hadj Salem
1753,Regular Season,Sat,2017-09-09,20:00,Montpellier,0.8,0–1,0.7,Nantes,10298.0,Stade de la Mosson,Jérôme Miguelgorry
1754,Regular Season,Sat,2017-09-09,20:00,Strasbourg,0.5,0–1,0.2,Amiens,23424.0,Stade de la Meinau,Jérôme Brisard
1755,Regular Season,Sat,2017-09-09,20:00,Caen,1.5,2–1,0.6,Dijon,15328.0,Stade Michel d'Ornano,Thomas Léonard
1756,Regular Season,Sun,2017-09-10,15:00,Saint-Étienne,0.7,1–1,1.9,Angers,29740.0,Stade Geoffroy-Guichard,Karim Abed
1757,Regular Season,Sun,2017-09-10,17:00,Lyon,0.8,2–1,0.9,Guingamp,36697.0,Groupama Stadium,Benoît Millot
1758,Regular Season,Sun,2017-09-10,21:00,Marseille,1.0,1–3,2.0,Rennes,40343.0,Orange Vélodrome,Amaury Delerue
1760,Regular Season,Fri,2017-09-15,20:45,Toulouse,1.0,0–1,0.6,Bordeaux,13616.0,Stadium Municipal,Clément Turpin
1761,Regular Season,Sat,2017-09-16,17:00,Monaco,2.5,3–0,0.6,Strasbourg,8310.0,Stade Louis II.,Johan Hamel
1762,Regular Season,Sat,2017-09-16,20:00,Troyes,0.8,0–1,0.8,Montpellier,11970.0,Stade de l'Aube,Amaury Delerue
1763,Regular Season,Sat,2017-09-16,20:00,Guingamp,2.0,1–0,0.6,Lille,11901.0,Stade du Roudourou,Jérôme Brisard
1764,Regular Season,Sat,2017-09-16,20:00,Dijon,2.1,0–1,1.8,Saint-Étienne,13820.0,Stade Gaston Gérard,Benoît Bastien
1765,Regular Season,Sat,2017-09-16,20:00,Nantes,1.0,1–0,0.5,Caen,20245.0,Stade de la Beaujoire - Louis Fonteneau,Olivier Thual
1766,Regular Season,Sun,2017-09-17,15:00,Amiens,0.2,0–2,1.6,Marseille,11698.0,Stade de la Licorne,Mikael Lesage
1767,Regular Season,Sun,2017-09-17,17:00,Rennes,0.8,0–1,0.6,Nice,24892.0,Roazhon Park,Nicolas Rainville
1768,Regular Season,Sun,2017-09-17,17:00,Angers,2.0,0–1,1.1,Metz,9163.0,Stade Raymond Kopa,Stéphane Jochem
1769,Regular Season,Sun,2017-09-17,21:00,Paris S-G,2.1,2–0,0.7,Lyon,47191.0,Parc des Princes,Ruddy Buquet
1771,Regular Season,Fri,2017-09-22,19:00,Nice,2.1,2–2,1.3,Angers,18023.0,Stade de Nice,François Letexier
1772,Regular Season,Fri,2017-09-22,20:45,Lille,1.1,0–4,2.6,Monaco,34146.0,Stade Pierre-Mauroy,Franck Schneider
1773,Regular Season,Sat,2017-09-23,17:00,Montpellier,0.1,0–0,0.9,Paris S-G,20975.0,Stade de la Mosson,Clément Turpin
1774,Regular Season,Sat,2017-09-23,20:00,Caen,2.0,1–0,0.5,Amiens,16212.0,Stade Michel d'Ornano,Hakim Ben El Hadj Salem
1775,Regular Season,Sat,2017-09-23,20:00,Bordeaux,3.5,3–1,1.3,Guingamp,20603.0,Stade Matmut-Atlantique,Benoît Bastien
1776,Regular Season,Sat,2017-09-23,20:00,Metz,1.2,0–1,0.8,Troyes,15491.0,Stade Saint-Symphorien,Karim Abed
1777,Regular Season,Sat,2017-09-23,20:00,Lyon,3.9,3–3,1.4,Dijon,33600.0,Groupama Stadium,Antony Gautier
1778,Regular Season,Sun,2017-09-24,15:00,Saint-Étienne,1.9,2–2,1.1,Rennes,31043.0,Stade Geoffroy-Guichard,Jérôme Miguelgorry
1779,Regular Season,Sun,2017-09-24,17:00,Strasbourg,1.4,1–2,0.6,Nantes,23408.0,Stade de la Meinau,Sébastien Desiage
1780,Regular Season,Sun,2017-09-24,21:00,Marseille,2.9,2–0,0.5,Toulouse,39501.0,Orange Vélodrome,Benoît Millot
1782,Regular Season,Fri,2017-09-29,20:45,Monaco,0.9,1–1,1.2,Montpellier,7053.0,Stade Louis II.,Tony Chapron
1783,Regular Season,Sat,2017-09-30,17:00,Paris S-G,1.8,6–2,2.5,Bordeaux,47537.0,Parc des Princes,François Letexier
1784,Regular Season,Sat,2017-09-30,20:00,Guingamp,1.4,1–1,0.8,Toulouse,13196.0,Stade du Roudourou,Ruddy Buquet
1785,Regular Season,Sat,2017-09-30,20:00,Nantes,1.7,1–0,1.3,Metz,22104.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel
1786,Regular Season,Sat,2017-09-30,20:00,Rennes,0.8,0–1,1.2,Caen,18689.0,Roazhon Park,Amaury Delerue
1787,Regular Season,Sat,2017-09-30,20:00,Dijon,1.7,1–1,1.1,Strasbourg,11577.0,Stade Gaston Gérard,Olivier Thual
1788,Regular Season,Sun,2017-10-01,15:00,Troyes,0.6,2–1,1.2,Saint-Étienne,11823.0,Stade de l'Aube,Nicolas Rainville
1789,Regular Season,Sun,2017-10-01,17:00,Angers,1.6,3–3,1.7,Lyon,11432.0,Stade Raymond Kopa,Mikael Lesage
1790,Regular Season,Sun,2017-10-01,21:00,Nice,2.1,2–4,2.4,Marseille,32702.0,Stade de Nice,Benoît Bastien
1792,Regular Season,Fri,2017-10-13,20:45,Lyon,1.9,3–2,2.2,Monaco,43295.0,Groupama Stadium,Benoît Bastien
1793,Regular Season,Sat,2017-10-14,17:00,Dijon,0.9,1–2,2.8,Paris S-G,15160.0,Stade Gaston Gérard,Jérôme Miguelgorry
1794,Regular Season,Sat,2017-10-14,20:00,Caen,2.1,0–2,1.5,Angers,16736.0,Stade Michel d'Ornano,Benoît Millot
1795,Regular Season,Sat,2017-10-14,20:00,Guingamp,2.4,2–0,0.8,Rennes,15902.0,Stade du Roudourou,Franck Schneider
1796,Regular Season,Sat,2017-10-14,20:00,Lille,0.8,2–2,1.4,Troyes,29518.0,Stade Pierre-Mauroy,Hakim Ben El Hadj Salem
1797,Regular Season,Sat,2017-10-14,20:00,Toulouse,1.7,1–0,0.3,Amiens,15308.0,Stadium Municipal,François Letexier
1798,Regular Season,Sat,2017-10-14,20:00,Saint-Étienne,2.3,3–1,0.4,Metz,24613.0,Stade Geoffroy-Guichard,Olivier Thual
1799,Regular Season,Sun,2017-10-15,15:00,Bordeaux,1.5,1–1,1.7,Nantes,31048.0,Stade Matmut-Atlantique,Karim Abed
1800,Regular Season,Sun,2017-10-15,17:00,Montpellier,1.5,2–0,2.2,Nice,14374.0,Stade de la Mosson,Jérôme Brisard
1801,Regular Season,Sun,2017-10-15,21:00,Strasbourg,2.1,3–3,2.6,Marseille,26015.0,Stade de la Meinau,Antony Gautier
1803,Regular Season,Fri,2017-10-20,20:45,Saint-Étienne,1.7,0–1,1.9,Montpellier,24004.0,Stade Geoffroy-Guichard,Franck Schneider
1804,Regular Season,Sat,2017-10-21,17:00,Monaco,2.3,2–0,0.5,Caen,8040.0,Stade Louis II.,Thomas Léonard
1805,Regular Season,Sat,2017-10-21,20:00,Angers,1.8,0–1,0.2,Toulouse,11001.0,Stade Raymond Kopa,Johan Hamel
1806,Regular Season,Sat,2017-10-21,20:00,Metz,0.7,1–2,0.5,Dijon,14748.0,Stade Saint-Symphorien,Mikael Lesage
1807,Regular Season,Sat,2017-10-21,20:00,Nantes,0.7,2–1,0.5,Guingamp,27711.0,Stade de la Beaujoire - Louis Fonteneau,Amaury Delerue
1808,Regular Season,Sat,2017-10-21,20:00,Rennes,0.5,1–0,0.8,Lille,21852.0,Roazhon Park,Olivier Thual
1809,Regular Season,Sat,2017-10-21,20:00,Amiens,1.3,1–0,1.0,Bordeaux,12297.0,Stade Océane,Sébastien Desiage
1810,Regular Season,Sun,2017-10-22,15:00,Nice,1.9,1–2,1.1,Strasbourg,23595.0,Stade de Nice,Nicolas Rainville
1811,Regular Season,Sun,2017-10-22,17:00,Troyes,0.4,0–5,3.3,Lyon,14722.0,Stade de l'Aube,François Letexier
1812,Regular Season,Sun,2017-10-22,21:00,Marseille,0.8,2–2,1.2,Paris S-G,60410.0,Orange Vélodrome,Ruddy Buquet
1814,Regular Season,Fri,2017-10-27,20:45,Paris S-G,3.0,3–0,0.3,Nice,47224.0,Parc des Princes,Tony Chapron
1815,Regular Season,Sat,2017-10-28,17:00,Bordeaux,1.0,0–2,1.2,Monaco,28831.0,Stade Matmut-Atlantique,Antony Gautier
1816,Regular Season,Sat,2017-10-28,20:00,Dijon,0.3,1–0,1.1,Nantes,11764.0,Stade Gaston Gérard,Hakim Ben El Hadj Salem
1817,Regular Season,Sat,2017-10-28,20:00,Caen,1.2,1–0,0.8,Troyes,16908.0,Stade Michel d'Ornano,Jérôme Miguelgorry
1818,Regular Season,Sat,2017-10-28,20:00,Strasbourg,2.0,2–2,0.7,Angers,25011.0,Stade de la Meinau,Amaury Delerue
1819,Regular Season,Sat,2017-10-28,20:00,Guingamp,0.8,1–1,0.8,Amiens,13809.0,Stade du Roudourou,Karim Abed
1820,Regular Season,Sat,2017-10-28,20:00,Montpellier,1.7,0–1,0.5,Rennes,11790.0,Stade de la Mosson,Benoît Bastien
1821,Regular Season,Sun,2017-10-29,15:00,Lyon,1.1,2–0,0.2,Metz,53921.0,Groupama Stadium,Benoît Millot
1822,Regular Season,Sun,2017-10-29,17:00,Toulouse,0.5,0–0,0.9,Saint-Étienne,15062.0,Stadium Municipal,Jérôme Brisard
1823,Regular Season,Sun,2017-10-29,21:00,Lille,1.3,0–1,0.7,Marseille,43948.0,Stade Pierre-Mauroy,François Letexier
1825,Regular Season,Fri,2017-11-03,20:45,Rennes,0.4,1–0,1.0,Bordeaux,24547.0,Roazhon Park,Ruddy Buquet
1826,Regular Season,Sat,2017-11-04,17:00,Angers,0.5,0–5,2.7,Paris S-G,12381.0,Stade Raymond Kopa,Benoît Bastien
1827,Regular Season,Sat,2017-11-04,20:00,Montpellier,1.4,1–1,0.8,Amiens,10149.0,Stade de la Mosson,Stéphane Jochem
1828,Regular Season,Sat,2017-11-04,20:00,Monaco,3.2,6–0,0.4,Guingamp,7066.0,Stade Louis II.,Mikael Lesage
1829,Regular Season,Sat,2017-11-04,20:00,Nantes,0.9,2–1,0.9,Toulouse,21390.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier
1830,Regular Season,Sat,2017-11-04,20:00,Troyes,2.3,3–0,0.6,Strasbourg,10260.0,Stade de l'Aube,Thomas Léonard
1831,Regular Season,Sun,2017-11-05,15:00,Nice,1.6,1–0,0.7,Dijon,18987.0,Stade de Nice,Olivier Thual
1832,Regular Season,Sun,2017-11-05,17:00,Metz,1.4,0–3,1.6,Lille,12506.0,Stade Saint-Symphorien,Jérôme Brisard
1833,Regular Season,Sun,2017-11-05,17:00,Marseille,3.9,5–0,0.7,Caen,47687.0,Orange Vélodrome,Nicolas Rainville
1834,Regular Season,Sun,2017-11-05,21:00,Saint-Étienne,1.2,0–5,2.7,Lyon,38993.0,Stade Geoffroy-Guichard,Clément Turpin
