,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
0,Regular Season,Fri,2021-08-06,21:00,Monaco,2.0,1–1,0.3,Nantes,7500.0,Stade Louis II.,Antony Gautier
1,Regular Season,Sat,2021-08-07,17:00,Lyon,1.4,1–1,0.8,Brest,29018.0,Groupama Stadium,Mikael Lesage
2,Regular Season,Sat,2021-08-07,21:00,Troyes,0.8,1–2,1.2,Paris S-G,15248.0,Stade de l'Aube,Amaury Delerue
3,Regular Season,Sun,2021-08-08,13:00,Rennes,0.6,1–1,2.0,Lens,22567.0,Roazhon Park,Bastien Dechepy
4,Regular Season,Sun,2021-08-08,15:00,Saint-Étienne,2.1,1–1,1.3,Lorient,20461.0,Stade Geoffroy-Guichard,Thomas Léonard
5,Regular Season,Sun,2021-08-08,15:00,Nice,0.8,0–0,0.2,Reims,18030.0,Stade de Nice,Johan Hamel
6,Regular Season,Sun,2021-08-08,15:00,Strasbourg,0.4,0–2,0.9,Angers,23250.0,Stade de la Meinau,Jeremy Stinat
7,Regular Season,Sun,2021-08-08,15:00,Bordeaux,0.7,0–2,3.3,Clermont Foot,18748.0,Stade Matmut-Atlantique,Florent Batta
8,Regular Season,Sun,2021-08-08,17:00,Metz,0.7,3–3,1.4,Lille,15551.0,Stade Saint-Symphorien,Eric Wattellier
9,Regular Season,Sun,2021-08-08,20:45,Montpellier,0.5,2–3,2.0,Marseille,13500.0,Stade de la Mosson,Jérémie Pignard
11,Regular Season,Fri,2021-08-13,21:00,Lorient,0.8,1–0,0.9,Monaco,12149.0,Stade Yves Allainmat - Le Moustoir,Hakim Ben El Hadj Salem
12,Regular Season,Sat,2021-08-14,17:00,Lille,1.0,0–4,2.2,Nice,30144.0,Stade Pierre-Mauroy,Jérôme Brisard
13,Regular Season,Sat,2021-08-14,21:00,Paris S-G,2.5,4–2,0.6,Strasbourg,46962.0,Parc des Princes,Willy Delajod
14,Regular Season,Sun,2021-08-15,13:00,Angers,1.4,3–0,0.9,Lyon,6154.0,Stade Raymond Kopa,Clément Turpin
15,Regular Season,Sun,2021-08-15,15:00,Brest,1.5,1–1,0.9,Rennes,14271.0,Stade Francis-Le Blé,Benoît Bastien
16,Regular Season,Sun,2021-08-15,15:00,Nantes,1.4,2–0,1.1,Metz,12054.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel
17,Regular Season,Sun,2021-08-15,15:00,Reims,2.1,3–3,2.0,Montpellier,8887.0,Stade Auguste-Delaune II,Jeremy Stinat
18,Regular Season,Sun,2021-08-15,15:00,Clermont Foot,2.3,2–0,0.5,Troyes,11005.0,Stade Gabriel Montpied,Romain Lissorgue
19,Regular Season,Sun,2021-08-15,17:00,Lens,1.8,2–2,1.2,Saint-Étienne,35541.0,Stade Bollaert-Delelis,Amaury Delerue
20,Regular Season,Sun,2021-08-15,20:45,Marseille,1.1,2–2,0.4,Bordeaux,50000.0,Orange Vélodrome,Ruddy Buquet
22,Regular Season,Fri,2021-08-20,21:00,Brest,1.2,2–4,1.4,Paris S-G,14586.0,Stade Francis-Le Blé,Eric Wattellier
23,Regular Season,Sat,2021-08-21,17:00,Monaco,0.4,0–2,0.7,Lens,6483.0,Stade Louis II.,Jérémie Pignard
24,Regular Season,Sat,2021-08-21,21:00,Saint-Étienne,0.4,1–1,1.2,Lille,20673.0,Stade Geoffroy-Guichard,Mikael Lesage
25,Regular Season,Sun,2021-08-22,13:00,Lyon,3.8,3–3,1.3,Clermont Foot,34713.0,Groupama Stadium,Thomas Léonard
26,Regular Season,Sun,2021-08-22,15:00,Montpellier,2.8,3–1,0.7,Lorient,6527.0,Stade de la Mosson,Bastien Dechepy
27,Regular Season,Sun,2021-08-22,15:00,Metz,0.7,1–1,1.6,Reims,14799.0,Stade Saint-Symphorien,Florent Batta
28,Regular Season,Sun,2021-08-22,15:00,Bordeaux,0.7,1–1,0.9,Angers,18281.0,Stade Matmut-Atlantique,Pierre Gaillouste
29,Regular Season,Sun,2021-08-22,15:00,Strasbourg,2.2,1–1,1.2,Troyes,22185.0,Stade de la Meinau,Jérôme Brisard
30,Regular Season,Sun,2021-08-22,17:00,Rennes,0.9,1–0,0.5,Nantes,27569.0,Roazhon Park,Stéphanie Frappart
32,Regular Season,Fri,2021-08-27,21:00,Nantes,1.3,0–1,1.7,Lyon,23177.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard
33,Regular Season,Sat,2021-08-28,17:00,Nice,3.1,4–0,0.8,Bordeaux,,Stade de Nice,Jérémie Pignard
34,Regular Season,Sat,2021-08-28,21:00,Marseille,2.6,3–1,1.0,Saint-Étienne,55039.0,Orange Vélodrome,Benoît Millot
35,Regular Season,Sun,2021-08-29,13:00,Troyes,1.0,1–2,2.0,Monaco,9866.0,Stade de l'Aube,Johan Hamel
36,Regular Season,Sun,2021-08-29,15:00,Strasbourg,1.6,3–1,0.9,Brest,22341.0,Stade de la Meinau,Romain Lissorgue
37,Regular Season,Sun,2021-08-29,15:00,Lens,2.1,2–2,1.7,Lorient,35029.0,Stade Bollaert-Delelis,Willy Delajod
38,Regular Season,Sun,2021-08-29,15:00,Angers,2.2,2–0,0.9,Rennes,6473.0,Stade Raymond Kopa,Antony Gautier
39,Regular Season,Sun,2021-08-29,15:00,Clermont Foot,1.9,2–2,1.5,Metz,11274.0,Stade Gabriel Montpied,Hakim Ben El Hadj Salem
40,Regular Season,Sun,2021-08-29,17:00,Lille,1.7,2–1,0.6,Montpellier,28859.0,Stade Pierre-Mauroy,Amaury Delerue
41,Regular Season,Sun,2021-08-29,20:45,Reims,0.6,0–2,1.2,Paris S-G,20525.0,Stade Auguste-Delaune II,François Letexier
43,Regular Season,Fri,2021-09-10,21:00,Lorient,2.3,2–1,1.4,Lille,10271.0,Stade Yves Allainmat - Le Moustoir,Clément Turpin
44,Regular Season,Sat,2021-09-11,17:00,Paris S-G,2.8,4–0,1.2,Clermont Foot,47329.0,Parc des Princes,Mikael Lesage
45,Regular Season,Sat,2021-09-11,21:00,Monaco,0.7,0–2,1.8,Marseille,8615.0,Stade Louis II.,Stéphanie Frappart
46,Regular Season,Sun,2021-09-12,13:00,Montpellier,1.2,2–0,1.0,Saint-Étienne,10402.0,Stade de la Mosson,Benoît Bastien
47,Regular Season,Sun,2021-09-12,15:00,Bordeaux,0.8,2–3,2.4,Lens,19763.0,Stade Matmut-Atlantique,Luís Godinho
48,Regular Season,Sun,2021-09-12,15:00,Rennes,1.0,0–2,0.5,Reims,24486.0,Roazhon Park,Thomas Léonard
49,Regular Season,Sun,2021-09-12,15:00,Brest,1.6,1–1,1.3,Angers,10982.0,Stade Francis-Le Blé,Jeremy Stinat
50,Regular Season,Sun,2021-09-12,15:00,Metz,1.1,0–2,0.8,Troyes,15269.0,Stade Saint-Symphorien,Pierre Gaillouste
51,Regular Season,Sun,2021-09-12,17:00,Nantes,1.6,0–2,1.7,Nice,14597.0,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot
52,Regular Season,Sun,2021-09-12,20:45,Lyon,1.9,3–1,1.8,Strasbourg,33267.0,Groupama Stadium,Ruddy Buquet
54,Regular Season,Fri,2021-09-17,21:00,Strasbourg,2.0,3–0,0.5,Metz,25437.0,Stade de la Meinau,Eric Wattellier
55,Regular Season,Sat,2021-09-18,17:00,Lens,0.7,1–0,0.9,Lille,36512.0,Stade Bollaert-Delelis,Benoît Millot
56,Regular Season,Sat,2021-09-18,21:00,Saint-Étienne,1.4,1–2,2.0,Bordeaux,23869.0,Stade Geoffroy-Guichard,Antony Gautier
57,Regular Season,Sun,2021-09-19,13:00,Nice,1.9,2–2,2.3,Monaco,,Stade de Nice,François Letexier
58,Regular Season,Sun,2021-09-19,15:00,Clermont Foot,0.8,1–1,0.5,Brest,11224.0,Stade Gabriel Montpied,Bastien Dechepy
59,Regular Season,Sun,2021-09-19,15:00,Troyes,1.1,1–1,0.2,Montpellier,7405.0,Stade de l'Aube,Florent Batta
60,Regular Season,Sun,2021-09-19,15:00,Reims,1.0,0–0,0.3,Lorient,9443.0,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem
61,Regular Season,Sun,2021-09-19,15:00,Angers,1.1,1–4,2.1,Nantes,9046.0,Stade Raymond Kopa,Amaury Delerue
62,Regular Season,Sun,2021-09-19,17:00,Marseille,2.2,2–0,1.5,Rennes,54188.0,Orange Vélodrome,Willy Delajod
63,Regular Season,Sun,2021-09-19,20:45,Paris S-G,2.0,2–1,0.6,Lyon,47611.0,Parc des Princes,Clément Turpin
65,Regular Season,Wed,2021-09-22,19:00,Montpellier,1.5,3–3,1.0,Bordeaux,9585.0,Stade de la Mosson,Mikael Lesage
66,Regular Season,Wed,2021-09-22,19:00,Rennes,2.4,6–0,0.3,Clermont Foot,24109.0,Roazhon Park,Benoît Bastien
67,Regular Season,Wed,2021-09-22,19:00,Lille,0.8,2–1,1.4,Reims,32604.0,Stade Pierre-Mauroy,Johan Hamel
68,Regular Season,Wed,2021-09-22,19:00,Nantes,1.4,3–1,0.6,Brest,19676.0,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard
69,Regular Season,Wed,2021-09-22,19:00,Monaco,1.9,3–1,0.4,Saint-Étienne,3579.0,Stade Louis II.,Jérôme Brisard
70,Regular Season,Wed,2021-09-22,21:00,Lens,1.4,0–1,0.9,Strasbourg,,Stade Bollaert-Delelis,Jeremy Stinat
71,Regular Season,Wed,2021-09-22,21:00,Metz,0.6,1–2,1.2,Paris S-G,2661.0,Stade Saint-Symphorien,Jérémie Pignard
72,Regular Season,Wed,2021-09-22,21:00,Lorient,0.5,1–0,2.3,Nice,10687.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue
73,Regular Season,Wed,2021-09-22,21:00,Lyon,2.5,3–1,1.2,Troyes,29714.0,Groupama Stadium,Stéphanie Frappart
74,Regular Season,Wed,2021-09-22,21:00,Angers,0.4,0–0,0.7,Marseille,12458.0,Stade Raymond Kopa,Ruddy Buquet
76,Regular Season,Sat,2021-09-25,17:00,Saint-Étienne,0.5,0–3,2.3,Nice,19980.0,Stade Geoffroy-Guichard,Amaury Delerue
77,Regular Season,Sat,2021-09-25,19:00,Strasbourg,0.7,1–2,2.6,Lille,23762.0,Stade de la Meinau,François Letexier
78,Regular Season,Sat,2021-09-25,21:00,Paris S-G,2.2,2–0,0.2,Montpellier,47408.0,Parc des Princes,Antony Gautier
79,Regular Season,Sat,2021-09-25,21:00,Lyon,1.1,1–1,0.9,Lorient,36424.0,Groupama Stadium,Bastien Dechepy
80,Regular Season,Sun,2021-09-26,13:00,Bordeaux,0.7,1–1,2.1,Rennes,16675.0,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem
81,Regular Season,Sun,2021-09-26,15:00,Brest,1.4,1–2,0.6,Metz,10398.0,Stade Francis-Le Blé,Willy Delajod
82,Regular Season,Sun,2021-09-26,15:00,Troyes,1.2,1–1,1.2,Angers,6868.0,Stade de l'Aube,Thomas Léonard
83,Regular Season,Sun,2021-09-26,15:00,Reims,0.7,3–1,0.8,Nantes,280.0,Stade Auguste-Delaune II,Eric Wattellier
84,Regular Season,Sun,2021-09-26,17:00,Clermont Foot,1.3,1–3,1.3,Monaco,11529.0,Stade Gabriel Montpied,Benoît Millot
85,Regular Season,Sun,2021-09-26,20:45,Marseille,1.8,2–3,2.0,Lens,50001.0,Orange Vélodrome,Mikael Lesage
87,Regular Season,Fri,2021-10-01,21:00,Lens,2.2,2–0,0.2,Reims,,Stade Bollaert-Delelis,Benoît Bastien
88,Regular Season,Sat,2021-10-02,17:00,Montpellier,1.0,1–1,0.4,Strasbourg,9851.0,Stade de la Mosson,Hakim Ben El Hadj Salem
89,Regular Season,Sat,2021-10-02,21:00,Nice,4.2,2–1,0.5,Brest,13503.0,Stade de Nice,António Nobre
90,Regular Season,Sun,2021-10-03,13:00,Rennes,0.8,2–0,1.4,Paris S-G,28092.0,Roazhon Park,Ruddy Buquet
91,Regular Season,Sun,2021-10-03,15:00,Nantes,1.5,2–0,1.5,Troyes,15150.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard
92,Regular Season,Sun,2021-10-03,15:00,Lorient,0.4,1–1,0.8,Clermont Foot,12611.0,Stade Yves Allainmat - Le Moustoir,Pierre Gaillouste
93,Regular Season,Sun,2021-10-03,15:00,Angers,2.2,3–2,1.1,Metz,3989.0,Stade Raymond Kopa,Stéphanie Frappart
94,Regular Season,Sun,2021-10-03,15:00,Monaco,1.4,3–0,0.3,Bordeaux,3667.0,Stade Louis II.,Clément Turpin
95,Regular Season,Sun,2021-10-03,17:00,Lille,2.2,2–0,0.6,Marseille,44839.0,Stade Pierre-Mauroy,Jérémie Pignard
96,Regular Season,Sun,2021-10-03,20:45,Saint-Étienne,3.3,1–1,1.3,Lyon,33643.0,Stade Geoffroy-Guichard,François Letexier
98,Regular Season,Fri,2021-10-15,21:00,Paris S-G,1.9,2–1,1.4,Angers,47646.0,Parc des Princes,Bastien Dechepy
99,Regular Season,Sat,2021-10-16,17:00,Clermont Foot,0.3,1–0,0.8,Lille,11537.0,Stade Gabriel Montpied,Eric Wattellier
100,Regular Season,Sat,2021-10-16,21:00,Lyon,2.6,2–0,0.6,Monaco,50585.0,Groupama Stadium,Amaury Delerue
101,Regular Season,Sun,2021-10-17,13:00,Troyes,1.1,1–0,0.5,Nice,7925.0,Stade de l'Aube,Johan Hamel
102,Regular Season,Sun,2021-10-17,15:00,Brest,0.6,1–1,0.8,Reims,9693.0,Stade Francis-Le Blé,Jeremy Stinat
103,Regular Season,Sun,2021-10-17,15:00,Strasbourg,2.1,5–1,1.1,Saint-Étienne,25371.0,Stade de la Meinau,Mikael Lesage
104,Regular Season,Sun,2021-10-17,15:00,Bordeaux,0.7,1–1,1.5,Nantes,39510.0,Stade Matmut-Atlantique,Willy Delajod
105,Regular Season,Sun,2021-10-17,15:00,Metz,0.9,0–3,2.2,Rennes,15679.0,Stade Saint-Symphorien,Benoît Millot
106,Regular Season,Sun,2021-10-17,17:00,Montpellier,1.7,1–0,1.3,Lens,12474.0,Stade de la Mosson,Florent Batta
107,Regular Season,Sun,2021-10-17,20:45,Marseille,1.7,4–1,2.3,Lorient,57349.0,Orange Vélodrome,Antony Gautier
109,Regular Season,Fri,2021-10-22,21:00,Saint-Étienne,1.1,2–2,0.6,Angers,19836.0,Stade Geoffroy-Guichard,Antony Gautier
110,Regular Season,Sat,2021-10-23,17:00,Nantes,1.0,2–1,0.7,Clermont Foot,19968.0,Stade de la Beaujoire - Louis Fonteneau,Romain Lissorgue
111,Regular Season,Sat,2021-10-23,21:00,Lille,1.7,1–1,1.0,Brest,32613.0,Stade Pierre-Mauroy,Clément Turpin
112,Regular Season,Sun,2021-10-24,13:00,Nice,2.3,3–2,2.0,Lyon,24519.0,Stade de Nice,Jérôme Brisard
113,Regular Season,Sun,2021-10-24,15:00,Reims,0.7,1–2,0.7,Troyes,12326.0,Stade Auguste-Delaune II,Pierre Gaillouste
114,Regular Season,Sun,2021-10-24,15:00,Lens,1.9,4–1,0.6,Metz,35673.0,Stade Bollaert-Delelis,Jérémie Pignard
115,Regular Season,Sun,2021-10-24,15:00,Lorient,1.7,1–1,1.3,Bordeaux,11678.0,Stade Yves Allainmat - Le Moustoir,Thomas Léonard
116,Regular Season,Sun,2021-10-24,15:00,Rennes,1.5,1–0,0.6,Strasbourg,27185.0,Roazhon Park,Stéphanie Frappart
117,Regular Season,Sun,2021-10-24,17:00,Monaco,1.7,3–1,1.1,Montpellier,4861.0,Stade Louis II.,François Letexier
118,Regular Season,Sun,2021-10-24,20:45,Marseille,1.0,0–0,1.0,Paris S-G,65121.0,Orange Vélodrome,Benoît Bastien
120,Regular Season,Wed,2021-10-27,21:00,Nice,2.3,1–1,0.8,Marseille,,Stade de l'Aube,Clément Turpin
122,Regular Season,Fri,2021-10-29,21:00,Paris S-G,2.4,2–1,2.0,Lille,47874.0,Parc des Princes,Amaury Delerue
123,Regular Season,Sat,2021-10-30,17:00,Metz,0.6,1–1,0.5,Saint-Étienne,15914.0,Stade Saint-Symphorien,Stéphanie Frappart
124,Regular Season,Sat,2021-10-30,21:00,Lyon,2.0,2–1,2.2,Lens,50373.0,Groupama Stadium,Mikael Lesage
125,Regular Season,Sun,2021-10-31,13:00,Angers,1.1,1–2,1.0,Nice,6788.0,Stade Raymond Kopa,Willy Delajod
126,Regular Season,Sun,2021-10-31,15:00,Montpellier,1.4,2–0,0.8,Nantes,11267.0,Stade de la Mosson,Bastien Dechepy
127,Regular Season,Sun,2021-10-31,15:00,Troyes,1.6,2–2,1.4,Rennes,8550.0,Stade de l'Aube,Jeremy Stinat
128,Regular Season,Sun,2021-10-31,15:00,Bordeaux,1.8,3–2,1.2,Reims,11020.0,Stade Matmut-Atlantique,Eric Wattellier
129,Regular Season,Sun,2021-10-31,15:00,Strasbourg,2.5,4–0,1.2,Lorient,24002.0,Stade de la Meinau,Florent Batta
130,Regular Season,Sun,2021-10-31,17:00,Brest,1.5,2–0,0.4,Monaco,12463.0,Stade Francis-Le Blé,Johan Hamel
131,Regular Season,Sun,2021-10-31,20:45,Clermont Foot,0.9,0–1,1.5,Marseille,12240.0,Stade Gabriel Montpied,Benoît Millot
133,Regular Season,Fri,2021-11-05,21:00,Lens,3.2,4–0,0.6,Troyes,35706.0,Stade Bollaert-Delelis,Thomas Léonard
134,Regular Season,Sat,2021-11-06,17:00,Lille,1.7,1–1,0.9,Angers,33305.0,Stade Pierre-Mauroy,François Letexier
135,Regular Season,Sat,2021-11-06,21:00,Bordeaux,1.3,2–3,1.6,Paris S-G,41172.0,Stade Matmut-Atlantique,Ruddy Buquet
136,Regular Season,Sun,2021-11-07,13:00,Marseille,1.3,0–0,1.4,Metz,61539.0,Orange Vélodrome,Jérôme Brisard
137,Regular Season,Sun,2021-11-07,15:00,Saint-Étienne,2.1,3–2,1.1,Clermont Foot,,Stade Geoffroy-Guichard,Pierre Gaillouste
138,Regular Season,Sun,2021-11-07,15:00,Lorient,1.2,1–2,2.5,Brest,14649.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue
139,Regular Season,Sun,2021-11-07,15:00,Reims,0.3,0–0,0.7,Monaco,12080.0,Stade Auguste-Delaune II,Jérémie Pignard
140,Regular Season,Sun,2021-11-07,15:00,Nantes,1.8,2–2,2.1,Strasbourg,18853.0,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin
141,Regular Season,Sun,2021-11-07,17:00,Nice,1.7,0–1,0.4,Montpellier,20157.0,Stade de Nice,Antony Gautier
142,Regular Season,Sun,2021-11-07,20:45,Rennes,3.8,4–1,1.1,Lyon,28222.0,Roazhon Park,Benoît Bastien
144,Regular Season,Fri,2021-11-19,21:00,Monaco,1.2,2–2,2.1,Lille,3778.0,Stade Louis II.,Willy Delajod
145,Regular Season,Sat,2021-11-20,17:00,Paris S-G,1.7,3–1,1.9,Nantes,47777.0,Parc des Princes,Jeremy Stinat
146,Regular Season,Sat,2021-11-20,21:00,Rennes,3.1,2–0,0.7,Montpellier,27003.0,Roazhon Park,Mikael Lesage
147,Regular Season,Sun,2021-11-21,13:00,Brest,1.1,4–0,1.4,Lens,12462.0,Stade Francis-Le Blé,Eric Wattellier
148,Regular Season,Sun,2021-11-21,15:00,Angers,1.3,1–0,0.9,Lorient,6971.0,Stade Raymond Kopa,Pierre Gaillouste
149,Regular Season,Sun,2021-11-21,15:00,Strasbourg,1.8,1–1,1.0,Reims,24439.0,Stade de la Meinau,Amaury Delerue
150,Regular Season,Sun,2021-11-21,15:00,Troyes,1.2,0–1,1.2,Saint-Étienne,10644.0,Stade de l'Aube,Florent Batta
151,Regular Season,Sun,2021-11-21,15:00,Metz,1.4,3–3,2.4,Bordeaux,16077.0,Stade Saint-Symphorien,Benoît Millot
152,Regular Season,Sun,2021-11-21,17:00,Clermont Foot,0.9,1–2,0.4,Nice,11683.0,Stade Gabriel Montpied,Stéphanie Frappart
154,Regular Season,Fri,2021-11-26,21:00,Lens,1.0,2–2,1.5,Angers,35713.0,Stade Bollaert-Delelis,Florent Batta
155,Regular Season,Sat,2021-11-27,17:00,Lille,1.3,1–1,0.6,Nantes,30419.0,Stade Pierre-Mauroy,Johan Hamel
156,Regular Season,Sat,2021-11-27,21:00,Nice,1.5,0–1,0.4,Metz,17033.0,Stade de Nice,François Letexier
157,Regular Season,Sun,2021-11-28,13:00,Saint-Étienne,0.8,1–3,3.2,Paris S-G,24586.0,Stade Geoffroy-Guichard,Jérôme Brisard
158,Regular Season,Sun,2021-11-28,15:00,Bordeaux,1.5,1–2,2.8,Brest,15280.0,Stade Matmut-Atlantique,Pierre Gaillouste
159,Regular Season,Sun,2021-11-28,15:00,Reims,0.8,1–0,0.5,Clermont Foot,8420.0,Stade Auguste-Delaune II,Benoît Bastien
160,Regular Season,Sun,2021-11-28,15:00,Monaco,1.7,1–1,1.0,Strasbourg,3478.0,Stade Louis II.,Antony Gautier
161,Regular Season,Sun,2021-11-28,15:00,Lorient,0.9,0–2,1.1,Rennes,16321.0,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy
162,Regular Season,Sun,2021-11-28,17:00,Montpellier,1.5,0–1,0.9,Lyon,14747.0,Stade de la Mosson,Thomas Léonard
163,Regular Season,Sun,2021-11-28,20:45,Marseille,1.4,1–0,0.1,Troyes,,Orange Vélodrome,Jérémie Pignard
165,Regular Season,Wed,2021-12-01,19:00,Angers,0.9,1–3,3.4,Monaco,8267.0,Stade Raymond Kopa,Romain Lissorgue
166,Regular Season,Wed,2021-12-01,19:00,Metz,1.5,1–3,1.4,Montpellier,13992.0,Stade Saint-Symphorien,Ruddy Buquet
167,Regular Season,Wed,2021-12-01,19:00,Strasbourg,3.0,5–2,0.9,Bordeaux,24378.0,Stade de la Meinau,Willy Delajod
168,Regular Season,Wed,2021-12-01,19:00,Troyes,1.2,2–0,0.5,Lorient,6506.0,Stade de l'Aube,Jeremy Stinat
169,Regular Season,Wed,2021-12-01,19:00,Brest,1.7,1–0,0.7,Saint-Étienne,13248.0,Stade Francis-Le Blé,Mikael Lesage
170,Regular Season,Wed,2021-12-01,21:00,Paris S-G,1.8,0–0,0.8,Nice,47502.0,Parc des Princes,Clément Turpin
171,Regular Season,Wed,2021-12-01,21:00,Clermont Foot,1.4,2–2,0.9,Lens,11948.0,Stade Gabriel Montpied,Amaury Delerue
172,Regular Season,Wed,2021-12-01,21:00,Lyon,2.3,1–2,1.1,Reims,,Groupama Stadium,Benoît Millot
173,Regular Season,Wed,2021-12-01,21:00,Nantes,0.2,0–1,1.1,Marseille,34018.0,Stade de la Beaujoire - Louis Fonteneau,Eric Wattellier
174,Regular Season,Wed,2021-12-01,21:00,Rennes,0.8,1–2,0.6,Lille,25392.0,Roazhon Park,Stéphanie Frappart
176,Regular Season,Sat,2021-12-04,17:00,Marseille,2.2,1–2,1.6,Brest,54413.0,Orange Vélodrome,Antony Gautier
177,Regular Season,Sat,2021-12-04,19:00,Lille,1.5,2–1,0.4,Troyes,28286.0,Stade Pierre-Mauroy,Benoît Bastien
178,Regular Season,Sat,2021-12-04,21:00,Lens,1.2,1–1,1.9,Paris S-G,36685.0,Stade Bollaert-Delelis,François Letexier
179,Regular Season,Sun,2021-12-05,13:00,Saint-Étienne,0.6,0–5,2.1,Rennes,11257.0,Stade Geoffroy-Guichard,Thomas Léonard
180,Regular Season,Sun,2021-12-05,15:00,Lorient,0.7,0–1,0.2,Nantes,16025.0,Stade Yves Allainmat - Le Moustoir,Ruddy Buquet
181,Regular Season,Sun,2021-12-05,15:00,Reims,1.3,1–2,2.0,Angers,8238.0,Stade Auguste-Delaune II,Johan Hamel
182,Regular Season,Sun,2021-12-05,15:00,Montpellier,0.7,1–0,0.4,Clermont Foot,9643.0,Stade de la Mosson,Florent Batta
183,Regular Season,Sun,2021-12-05,15:00,Monaco,1.8,4–0,0.5,Metz,4923.0,Stade Louis II.,Bastien Dechepy
184,Regular Season,Sun,2021-12-05,17:00,Nice,1.2,0–3,2.6,Strasbourg,16220.0,Stade de Nice,Jérémie Pignard
185,Regular Season,Sun,2021-12-05,20:45,Bordeaux,2.4,2–2,2.3,Lyon,25210.0,Stade Matmut-Atlantique,Jérôme Brisard
187,Regular Season,Fri,2021-12-10,21:00,Nantes,1.4,3–2,1.1,Lens,21890.0,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart
188,Regular Season,Sat,2021-12-11,17:00,Brest,0.9,0–4,1.5,Montpellier,13111.0,Stade Francis-Le Blé,Benoît Millot
189,Regular Season,Sat,2021-12-11,21:00,Reims,2.3,2–0,0.1,Saint-Étienne,12019.0,Stade Auguste-Delaune II,Pierre Gaillouste
190,Regular Season,Sun,2021-12-12,13:00,Lille,2.0,0–0,0.4,Lyon,40248.0,Stade Pierre-Mauroy,Amaury Delerue
191,Regular Season,Sun,2021-12-12,15:00,Metz,0.9,4–1,1.3,Lorient,14037.0,Stade Saint-Symphorien,Eric Wattellier
192,Regular Season,Sun,2021-12-12,15:00,Rennes,1.5,1–2,1.2,Nice,27892.0,Roazhon Park,Willy Delajod
193,Regular Season,Sun,2021-12-12,15:00,Angers,1.1,0–1,1.7,Clermont Foot,8149.0,Stade Raymond Kopa,Jeremy Stinat
194,Regular Season,Sun,2021-12-12,15:00,Troyes,1.4,1–2,0.8,Bordeaux,7950.0,Stade de l'Aube,Romain Lissorgue
195,Regular Season,Sun,2021-12-12,17:00,Strasbourg,2.0,0–2,0.6,Marseille,26028.0,Stade de la Meinau,Mikael Lesage
196,Regular Season,Sun,2021-12-12,20:45,Paris S-G,1.6,2–0,0.7,Monaco,41154.0,Parc des Princes,Benoît Bastien
198,Regular Season,Wed,2021-12-22,21:00,Lorient,1.3,1–1,2.1,Paris S-G,16603.0,Stade Yves Allainmat - Le Moustoir,Jérémie Pignard
199,Regular Season,Wed,2021-12-22,21:00,Monaco,1.4,2–1,1.2,Rennes,5354.0,Stade Louis II.,Ruddy Buquet
200,Regular Season,Wed,2021-12-22,21:00,Bordeaux,1.2,2–3,1.3,Lille,39967.0,Stade Matmut-Atlantique,Mikael Lesage
201,Regular Season,Wed,2021-12-22,21:00,Troyes,1.1,1–1,0.5,Brest,6872.0,Stade de l'Aube,Johan Hamel
202,Regular Season,Wed,2021-12-22,21:00,Nice,0.8,2–1,1.3,Lens,22065.0,Stade de Nice,Jérôme Brisard
203,Regular Season,Wed,2021-12-22,21:00,Marseille,1.3,1–1,0.7,Reims,55908.0,Orange Vélodrome,François Letexier
204,Regular Season,Wed,2021-12-22,21:00,Lyon,1.6,1–1,0.4,Metz,34867.0,Groupama Stadium,Pierre Gaillouste
205,Regular Season,Wed,2021-12-22,21:00,Saint-Étienne,1.2,0–1,0.7,Nantes,23681.0,Stade Geoffroy-Guichard,Clément Turpin
206,Regular Season,Wed,2021-12-22,21:00,Montpellier,1.0,4–1,0.6,Angers,10990.0,Stade de la Mosson,Hugo Miguel
208,Regular Season,Fri,2022-01-07,21:00,Bordeaux,0.8,0–1,2.1,Marseille,,Stade Matmut-Atlantique,Eric Wattellier
209,Regular Season,Sat,2022-01-08,21:00,Lens,0.7,1–0,0.3,Rennes,5000.0,Stade Bollaert-Delelis,Benoît Bastien
210,Regular Season,Sun,2022-01-09,13:00,Brest,1.7,0–3,1.5,Nice,5102.0,Stade Francis-Le Blé,Stéphanie Frappart
211,Regular Season,Sun,2022-01-09,15:00,Metz,0.4,0–2,3.0,Strasbourg,5000.0,Stade Saint-Symphorien,Antony Gautier
212,Regular Season,Sun,2022-01-09,15:00,Clermont Foot,1.4,0–0,0.9,Reims,4923.0,Stade Gabriel Montpied,Romain Lissorgue
213,Regular Season,Sun,2022-01-09,17:05,Nantes,0.6,0–0,1.0,Monaco,4133.0,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard
